Bahadur Prasad Public School,3430610,"At- Barotand, Kherad, Argali,rajdhanwar, Giridih Jharkhand",825412,-,0655435205,-,-,bpmps2008@rediffmail.com,www.bppsrdn.org.in,2007,Mr. Mahesh Kumar,Secondary School,Bahadur Prasad Memorial Education Samiti,-,Giridih
Badri Narayan Shah Dav Pub Sch,3430102,Bulaki Road Near Railway Station Giridih Jharkhand,815201,6532,"222485, 222485",223371,-,bnsdavgiridih@hotmail.com,-,1988,Prabir Hazra,Senior Secondary,D A V College & Managing Committee,-,Giridih
Bal Vidya Mandir,3430032,Ara Colliery P.o. Sarubera (kuju) Hazaribagh Distt Jharkhand,829134,6545,253543,06542-253723,-,www.nageshwarthakur238@gmail.com,-,1979,Nageshwar Thakur,Secondary School,Welfare Commttee Of Ara Colliery,-,Hazaribagh
Baldev Public School,3430621,"Khijurtola, Buti, Sadar, Ranchi, Jharkhandpin- 835217",835217,-,8294209857,-,-,bpsranchi.kt@gmail.com,http://www.bpsranchi.in,2017,Mr. Mohan Lal Mahto,Senior Secondary,Ramkrishna Educational Charitable Trust,-,Ranchi
Balkia Vidya Mandir,3430142,Jharia Po Jharia Dhanbad Jharkhand,828111,326,2240372,2201711,7774203241,roy.ajanta1963@gmail.com,http://www.montft.com,1961,Ajanta Roy,Senior Secondary,Jharia Marwari Sammelan Trust,-,Dhanbad
Baldwin Farm Area High School,3430206,Kadma Jamshedpur East Singhbhum Jharkhand,825325,657,2310195,61031,-,baldwin.jsr@gmail.com,-,1990,Subhosree Sarkar,Senior Secondary,Baldwin Academy,-,East Singhbhum
Banshidhar Parasnath Dav Public School,3430329,"B. P. Dav Public School, Pharathia, Garhwa",822114,6561,9431136772,-,-,davpsgarhwa@gmail.com,-,2009,Ajay Kumar Chaubey,Senior Secondary,Dav College Managing Committee,-,Garhwa
Bhagmani Chandravansi Public School,3430307,"At: Nawadihkaka, Bishrampur,dist: Palamu, Jharkhand",822132,-,06584290069,-,-,info.bcps2010@gmail.com,http://www.bcpsbishrampur.org,2009,Mr.sanjay Kumar,Secondary School,Ramchandra Chandravansi Welfare Trust,-,Palamu
Bethel Mission School,3430379,"Ward No.-20, Kadwa Tola, Gangta, Godda",814133,-,06422-221040,-,-,bethel.mission@yahoo.com,-,2000,Mrs. Anna Marc,Senior Secondary,International Peace Foundation,-,Godda
Bharat Singh Public School,3430058,Po Bermo Distt Bokaro Jharkhand,829104,6549,"222387, 218",458,-,bharatsinghpublicschoolbermo@gmail.com,-,1981,Dr Mridul Rakesh Kumar Singh,Secondary School,Academy Quest,-,Bokaro
Birsa Munda D.A.V. Residential Public School,3430265,Po Bundu Dist Ranchi,835204,-,09430196887,-,-,principal.rawat64@gmail.com,-,2006,Dharmendra Rawat,Secondary School,"Dav College Managing Committee, New Delhi",-,Ranchi
Blue Bells English High School,3430300,"Turia Bera Bhilai Pahari, Mango, Jamshedpur",831012,657,6060200,-,-,principaljsr@gmail.com,-,1981,Subra Sarkar,Senior Secondary,Shanti Devi Jan Kalyan Samittee,-,East Singhbhum
Bnt St. Mary's School,3430247,Garhwa,822114,6561,222278,-,-,tiwaryamitabps@gmail.com,-,2001,Amit Kumar Tiwary,Senior Secondary,Baijnath Tiwari Memial Trust,-,Garhwa
Bokaro Ispat Sr Sec School,3430059,Sector Ii C Bokaro Steel City Jharkhand,827001,6542,286792,-,-,rabindrajha70@gmail.com,-,1974,Rabindra Jha,Senior Secondary,Bokaro Steel Plant Sail Unit,-,Bokaro
Berlin Public School,3430397,"Near Holiday Home, Kanke Road Ranchi 834008",834008,-,06516066626,-,-,berlinpschool@gmail.com,https://bpsranchi.co.in/,2014,Mr. Satendra Singh,Secondary School,Birsa Education Trust,-,Ranchi
Bokaro Ispat Sr Sec School,3430060,Sector Iii Bokaro Steel City Jharkhand,827003,6542,266399,9450021827,-,BSLBISSS3@GMAIL.COM,-,1966,Pramod Kumar,Senior Secondary,Bokaro Steel Plant Sail Unit,-,Bokaro
Bokaro Ispat Sr Sec School,3430088,Sector Ix E Bokara Steel City Jharkhand,827009,6542,296817,-,-,sps.kd.2094@gmail.com,-,1993,S P Singh,Senior Secondary,Bokarao Ispat Plant,-,Garhwa
Bokaro Ispat Sr. Sec. School,3430077,"Sector-viii/ B Bokaro Steel City, Jharkhand",827009,6542,06542-287788,-,06542-240227,bisss_8b@rediffmail.com,-,-,Mr. Tarun Kumar Ghosh,Senior Secondary,-,-,Bokaro
Bokaro Ispat Vidyalaya,3430080,Sector-xi D Bokaro Steel City Jharkhand,827009,6542,260262,8986872677,-,principalbiv11d@gmail.com,-,1992,Devendra Panda,Senior Secondary,Bokaro Steel Plant.,-,Bokaro
Bokaro Ispat Vidyalaya,3430066,Sector Viii D Bokaro Steel City Jharkhand,827009,6542,"287742, 7742",8986872646,-,shekhar296@gmail.com,-,1991,Chandra Shekhar Azad,Secondary School,Bokaro Steel Plant Sail Unit,-,Bokaro
Bokaro Ispat Vidyalaya,3430064,Sector I C Bokaro Steel City Jharkhand,827001,6542,"0, 82049",-,-,keya.moyna@gmail.com,-,1991,Sukanya Bandopadhyay,Secondary School,Bokaro Steel Plant Sail Unit,-,Bokaro
Bokaro Ispat Vidyalaya,3430063,Sector Ii D Bokaro  Steel City Jharkhand,827001,6542,220137,-,-,skpandey2b@gmail.com,-,1991,Shashi Kant Pandey,Secondary School,Bokaro Steel Plant Sail Unit,-,Bokaro
Bokaro Ispat Vidyalaya,3430067,Sector Vi A Bokaro Steel City Jharkhand,827006,6542,"266399, 82049",24640133,-,biswaldp12@gmail.com,-,1991,Durga Prasad Biswal,Secondary School,Bokaro Steel Plant Sail Unit,-,Bokaro
Bokaro Ispat Vidyalaya,3430065,Sector Ix D Bokaro Steel City Jharkhand,827009,6542,"287743, 6751",-,-,usdwivedybiv3a@gmail.com,-,1991,Uday Shankar Dwivedi,Secondary School,Bokaro Steel Plant Sail Unit,-,Bokaro
Bokaro Ispat Vidyalaya,3430079,Sector-viii C Bokaro Steel City Jharkhand,827009,6542,287788,-,-,krishnakumaribsbv@gmail.com,-,1992,Dr K Kumari,Secondary School,Bokaro Steel Plant,-,Bokaro
Bokaro Ispat Vidyalaya,3430062,Sector Iii A Bokaro Steel City Jharkhand,827003,6542,287788,-,-,biv3a.bsl.edu.in@gmail.com,-,1991,Prabha M Nair,Secondary School,Bokaro Steel Plant Sail Unit,-,Bokaro
Bokaro Ispat Vidyalaya,3430081,Sect-xii E Bokaro Steel City Jharkhand,827012,6542,81357,3864,-,biv12e@gmail.com,-,1992,Manoj Kumar Mishra,Secondary School,Bokaro Steel Plant,-,Bokaro
Bokaro Ispat Vidyalaya,3430082,Sector-ix-c Bokaro Steel City Jharkhand,827009,6542,240227,3864,-,dhirendrapsinha@gmail.com,-,1992,Dhirendra Prasad Sinha,Secondary School,Bokaro Steel Plant,-,Bokaro
Bokaro Ispat Vidyalaya,3430078,Sector-ii A P.o. Bokaro Steel City Jharkhand,827001,-,7814,-,0712-3271030,info@tccsngp.org,http://www.tccsngp.org,1992,Sh. Kashi Nath Goswami,Secondary School,Bokaro Steel Plant,-,Bokaro
Bokaro Public School,3430197,Sector 3-c Bokaro Steel City Distt Bokaro Jharkhand,827003,6452,"243195, 243195",9334725101,245033,shekhar.sudha.01@gmail.com,http://www.bokaropublicsc,1988,Sudha Shekhar,Senior Secondary,Sainik Shiksha Prasar Samiti,-,Bokaro
Bokaro Ispat Vidyalaya,3430083,Sector-iv A Bokaro Steel Plant Jharkhand,827004,6542,287788,-,-,jks04051959@gmail.com,-,1992,Jainendra Kumar Singh,Secondary School,Bokaro Steel Plant,-,Bokaro
Bokaro Ispat Vidyalaya,3430061,Sector Xii A Bokaro Steel City Jharkhand,827012,6542,7814,442823,-,anpal@md3.vsnl.net.in,-,1991,Mr M Sankara Narayanan,Secondary School,Bokaro Steel Plant Sail Unit,-,Bokaro
Greater Triveni Public School,3430218,"Bakshi Dipa Lohardaga, Jharkhand",835302,651,2234342,224652,0651 2530690,greatertrivenip.s@gmail.com,http://www.taurianworldschool.com,2008,Sunita Chittora,Senior Secondary,Baldwin Academy,-,Lohardaga
Govindram Kataruka School,3430241,"Arga Kathal Me Road, Dhipatoli, Pundag",834002,651,2205505,-,0651-2205505,GRKSCHOOL@GMAIL.COM,-,2004,Tapati Sarkar,Senior Secondary,Shri Gobindram Kataruka Charity Trust,-,Ranchi
Grizzly Vidyalaya,3430156,Post Talaiya Dem Distt Kodurma Jharkhand,825413,6534,235096,06534-235316,222065,principal@grizzlyvidyalaya.com,http://grizzlyvidyalaya.c,1958,Rajeev Kumar Singh,Senior Secondary,Grizly Charitable Trust,-,Koderma
Greenland Public School,3430160,Prem Nagar Hesag Po Hatia Ranchi Jharkhand,834003,651,"06516455443, 501422",-,6516455443,gpsranchi93@gmail.com,http://www.gpsranchi.co.in,-,Dr. Pallavi Singh,Senior Secondary,-,-,Ranchi
Guru Gobind Singh Public School,3430208,"Jodadih More, Chas Bokaro Steel City Chas, Distt Bokaro Jharkhand",827013,6542,"265655,7360057103",-,0651 2530690,ggpschas@rediffmail.com,http://www.taurianworldschool.com,2008,Mr./ms Uma Shankar Singh,Senior Secondary,Al Irshad Charitable Society Omassery,-,Bokaro
Guru Gobind Singh Public School,3430210,Dhanbad Jharkhand,826001,326,2301035,-,-,principalggpsdhn@gmail.com,-,1981,Umakant Baral,Senior Secondary,A S Dadhwal Ggsps,-,Dhanbad
Guru Gobind Singh Public School,3430328,Kamre Ratu Road Ranchi,835222,651,06516570428,-,-,ggsps13@gmail.com,http://www.ggspskamre.in,2014,Mrs. Rashmi Sinha,Senior Secondary,Guru Gobind Singh Educational Trust,-,Ranchi
Guru Govind Singh Public School,3430040,Sector V Bokaro Steel City Bokaro Jharkhand,827006,6542,9474881320,7209563315,-,CPSINGHPHY@GMAIL.COM,-,1980,Mr. C P Singh,Senior Secondary,Guru Gobind Singh Educationa Socy,-,Bokaro
Guru Nanak Hr. Sec School,3430005,Guru Nanak Pura Pepe Compound Ranchi Jharkhand,834001,651,"2330996, 311684",2481234,-,ml.midha@gmail.com,-,1968,Manohar Lal,Senior Secondary,Registered Society,-,Ranchi
Gurugram Public School,3430611,"Banahappa, Muffasil, Hazaribagh, Jharkhand",825313,-,9955367376,-,9955367376,gurugramhbag@gmail.com,http://www.ggpshzb.com,2016,Mr. K K Singh,Secondary School,Gram Vision Trust,-,Hazaribagh
Gyanodaya Public School,3430386,"Nh 100, Near Harihar Dham Mandir, Bagodar, Giridih, Jharkhand",825322,-,9934170370,-,-,gpsbgr2005@gmail.com,http://www.gpsbagodar.in,2015,Mrs. Nirupama,Senior Secondary,Gyanodaya Educational Ewam Welfare Society,-,Giridih
Holy Child Public School,3430359,"Itki Road, Behind I.t.i (bus Stand), Hehal, Ranchi, Jharkhand",834005,-,9835298879,-,-,schoolhcps@gmail.com,holychildpublicschool.in,1998,Mrs. Arti Rani Dayal,Secondary School,Rameshwar Parul Educational Trust,-,Ranchi
Holy Cross School,3430283,"Chandankiyari, Bokarop.o-chandankiyari ,pin-828124dist-bokaro, State-jharkhand",828124,6542,09279743663,-,-,simonkiran@gmail.com,-,2004,Kirthi Kiran,Senior Secondary,Holy Cross Institute,-,Bokaro
Holy Cross School,3430304,"Holy Cross Road, Opp. Ptc Ground Hazaribag",825301,654,272337,-,-,simonkiran@gmail.com,-,2006,Kirthi Kiran,Senior Secondary,Holy Cross Institite,-,Hazaribagh
Holy Cross School,3430012,Bokaro Steel City Bokaro Distt Jharkhand,827010,6542,253543,06542-253723,6542253007,srkamalapaulhc@gmail.com,www.holycrossbokaro.com,1974,Sr Kamala Paul Bihari,Senior Secondary,Holy Cross Society,-,Bokaro
Holy Cross School,3430055,Ghatotand West Bokaro Dt.hazaribagh Jharkhand,825314,6545,"260078, 262326",6545260326,6545260004,holycross_tisco@yahoo.co.in,-,1983,Sister Kamala Paul,Senior Secondary,H C Institute & Tisco,-,Hazaribagh
Holy Cross School,3430360,Holy Cross Schoolpachambapo Giridih District,815316,6532,226493,-,-,srjancyhc@gmail.com,http://www.holycrossgiridih.in,2008,Jancymol Mathew,Senior Secondary,Maheshmunda Holy Cross Sisters Society,-,Giridih
Heritage International School,3430205,Near Home Guard Training Centre Po Chianki Daltonganj Sadar Daltonganj Palamau Jharkhand,822133,6562,9308009619,6562290398,222210,janasamarjit@gmail.com,http://www.jpet.in,1998,Samarjit Jana,Senior Secondary,Jyoti Prakash Educational Trust,-,Palamu
Holy Cross School,3430603,Burdwan Compound Lalpurpo Lalpur Ranchi,834001,-,06512563182,-,-,hcschoolranchi@gmail.com,http://hcschoolranchi.org/,2010,Miss Benita Santhmayor,Secondary School,Ranchi Holy Cross Sisters Society,-,Ranchi
Holy Cross Vocational Training Institute,3430035,Hazari Bagh Jharkhand,825301,6546,224773,2658,-,shalet05@gmail.com,http://www.ssrvm.g,1980,Sister Stella Mary,Senior Secondary,Holy Cross Sisters Hazaribag,-,Hazaribagh
Holy Mothers Academy,3430170,Po Katrasgarh Distt Dhanbad Jharkhand,828114,326,"8539836602,8877588085",-,3262372478,hma1987@gmail.com,http://holymothersacademy.com/,-,Mrs. Vijaya Roy,Senior Secondary,-,-,Dhanbad
Honey Holy Trinity School,3430282,"At: Mohanpur,p.o: Pachamba,dist: Giridih.",815316,6532,06532226529,-,6532226529,honeyholytrinity.giridih@gmail.com,http://honeyholytrinity.org,1994,Mrs. Anita Sinha,Senior Secondary,Yad Ali Memorial Educational Trust,-,Giridih
Ilex Public School Barhi,3430388,"Main G T Road,panchmadhav,barhihazaribag,jharkhand",825405,-,9631909721,-,9708372953,ilexpublicschool2013@gmail.com,http://www.ilexpublicschoolbarhi.com,2015,Mr. Shailesh Kumar,Secondary School,Ilex Social Welfare Trust,-,Hazaribagh
Imperial School Of Learning,3430091,Bhuli Dhanbad Jharkhand,828104,326,6555519,-,0161-2224682,sksingh5410@gmail.com,-,1981,Shailendra Kumar Singh,Senior Secondary,Academic Quest,-,Dhanbad
Indian Heritage School,3430285,"Mitra Garden Rohini Road Jasidih,deoghar, Jharkhand",814142,6432,291961,-,-,indianheritageschooldeoghar@gmail.com,http://www.indianheritageschool.webs.com,2004,Moon Gupta,Senior Secondary,Shree Shambhu Memorial Educational Society,-,Deoghar
Indian School Of Learning,3430034,Sudamdih P O Sudamdih Project Dhanbad Distt Jharkhand,828126,326,2383141,2380706,25554363,isljks@rediffmail.com,-,1977,Jugal Kumar Sarkar,Senior Secondary,Acadmic Quest,-,Dhanbad
Indian School Of Learning Sr Sec Sch,3430009,Katras Morh P O Jharia Dhanbad Distt Jharkhand,828111,326,"2460532, 2460532",2205266,-,isljharia1@gmail.com,-,1977,Hemant Kumar Thakur,Senior Secondary,Society Academic Quest,-,Dhanbad
International Public School,3430167,Kanke Road Ranchi Jharkhand,834006,91,"9471169352, 2242244",3412281982,06540 2731,66363@cbseshiksha.in,-,1998,Manisha Tripathy,Senior Secondary,International Childrens Wel Trust,-,Ranchi
Iqra Public School,3430679,"Chechai, Karma",825409,-,7739561605,-,-,iqrapublicschool.koderma@gmail.com,https://www.iqraschoolkoderma.in,-,Md Maqsood Alam,Senior Secondary,Iqra Talimee Mission,-,Koderma
J . K . International School,3430373,"Agru , Ratu , Ranchi-835222 (jharkhand)",835222,-,06512241469,-,6512241469,jkinternationalschoolranchi@gmail.com,www.jkinternationalschool.co.in,2016,Dr. Jigisha Srivasdtava,Senior Secondary,J K International Public School And Education Centre,-,Ranchi
Jack And Jill School,3430301,"Korrah, Hazaribagh",825301,6546,224223,-,6546224223,surobhiroy00@gmail.com,-,2005,Surobhi Roy,Secondary School,Sushil Prativa Memorial Educational Trust,-,Hazaribagh
Jamshedpur Public School,3430051,Panchavati Road New Baridih Jamshedpur Jharkhand,831017,657,2285002,2225900,-,namiagar@gmail.com,-,1988,Namita Agarwal,Senior Secondary,All India Women's Conference,-,East Singhbhum
Jasidih Public School,3430284,"Near Pagal Baba Ashram, Rohini Road, Jasidih, Deoghar, Jharkhand",814142,6432,9204209631,-,-,MAIL@JASIDIHPUBLICSCHOOL.COM,-,2001,Bhartendu,Senior Secondary,Bal Kalyan Trust,-,Deoghar
Janet Academy,3430387,Vill Hesalong Po+ps Mccluskiegunj,829208,-,06531276394,-,-,manojguptajanet@gmail.com,http://www.janetacademy.com,2009,Mr. Ranjit Kumar Singh,Senior Secondary,Janet Education Society,-,Ranchi
Jawahar Navodaya Vidyalaya,3440011,P O Chatra Chatra Distt. Jharkhand,825401,-,7079294105,-,-,jnvchatra2@gmail.com,-,1993,Davesh Narayan,Senior Secondary,Navodaya Vidyalaya Samiti,-,Chatra
Jawahar Navodaya  Vidyalaya,3440012,Pauta Po Chandwar Via Korra Distt Hazaribagh Jharkhand,825301,6548,285805,290745,-,akishoreprasad@yahoo.com,-,1993,A K Prasad,Senior Secondary,Nvs,-,Hazaribagh
Jawahar Navodaya  Vidyalaya,3440013,Rikhiya Distt. Deoghar Jharkhand-814113,814113,643,290745,290745,-,dubey_1963@rediffmail.com,-,1993,S K Dubey,Senior Secondary,Navodaya Vidyalaya Samiti,-,Deoghar
Jawahar Navodaya Vidyalaya,3440022,"Tanbajore, Po-guhiyojorl,  Jamtara,jharkhand",815351,6433,09470591222,-,-,swastikakund812@gmail.com,-,1986,Swastika Kund,Senior Secondary,Navodaya Vidyalaya Samiti,-,Jamtara
Jawahar Navodaya Vidyalaya,3440010,At & Po Tenughat No.1 Distt Bokaro Jharkhand,829123,6549,230611,3110,-,udayprakashsingh1962@gmail.com,-,1984,Uday Prakash Singh,Senior Secondary,Navodaya Vidyalaya Samiti,-,Bokaro
Jawahar Navodaya Vidyalaya,3440004,"Village-sijulata P.o. B.kutung Via Tata Nagar Distt Seraikel,-kharsawan Jharkhand",831002,657,2745249,296058,-,sanjayjha1963@gmail.com,-,1987,Sanjay Kumar Jha,Senior Secondary,Navodaya Vidyalaya Samiti,-,Seraikella Kharsawan
Jawahar Navodaya Vidyalaya,3440008,Navodaya Gram At & Po Gandey Distt Giridih Jharkhand,815312,6532,239235,39235,-,sthiyagarajan_jnv@rediffmail.com,-,1988,S Thiyagarajan,Senior Secondary,Navodaya Vidyalaya Samiti,-,Giridih
Jawahar Navodaya Vidyalaya,3440018,Paltonga Post Daltonganj Distt Palamau Jharkhand,822101,6562,222456,34018,-,naeem.md@rediffmail.com,http://www.jnvwashim.gov.in,1993,Md Naeem,Secondary School,Navodaya Vidyalaya Samiti,-,Palamu
Jawahar Navodaya Vidyalaya,3440009,Near Sidho Kanho Stadium P O &distt Sahibganj Jharkhand,816109,643,222778,290745,-,jnvsahibganj@gmail.com,-,1987,M S Hussain,Senior Secondary,Navodaya Vidyalaya Samiti,-,Sahibganj
Jawahar Navodaya Vidyalaya,3440007,Jogna P.o. Senga Via Kuru Dt. Lohardaga Jharkhand,835304,6526,275571,290745,-,psbarajnvr@gmail.com,-,1987,Punam Sunita Bara,Senior Secondary,Navodaya Vidyalaya Samiti,-,Lohardaga
Jawahar Navodaya Vidyalaya,3440015,"Bali Kudia, Po Choota Parulia,  Distt East Singhbhum Jharkhand",832101,6594,252210,233639,-,dennison1803@gmail.com,-,1993,Y Dennison,Senior Secondary,Nvs,-,East Singhbhum
Jawahar Navodaya Vidyalaya,3440020,"West Singhbhum, Village Bistumpur, Post Suryabasa,via Jhikpani, Distt West Singhbhum Jharkhand",833215,6582,8863933542,-,-,jnvwestsinghbhum@gmail.com,-,1993,Awadhesh Kumar Mahto,Senior Secondary,Navodaya Vidyalaya Samiti,-,West Singhbhum
Jawahar Navodaya Vidyalaya,3440017,"Benagaria Via Nirsa, Dhanbad, Jharkhand",828205,91,9430351509,-,-,shashikrsinha1965@gmail.com,-,1993,Shashi Kumar Sinha,Senior Secondary,Navodaya Vidyalaya Samiti,-,Dhanbad
Jawahar Navodaya Vidyalaya,3440001,Masaria Dam  Ghaghra Distt Gumla Jharkhand,835208,6423,290636,3110,-,scpandajnv@gmail.com,-,1986,Subash Chandra Panda,Senior Secondary,Nvs,-,Gumla
Jawahar Navodaya Vidyalaya,3440002,B I T Mesra Ranchi Jharkhand,835215,651,2271836,427139,-,dkmodi42@rediffmail.com,-,1988,Dipak Kumar Modi,Senior Secondary,Navodaya Vidyalaya Samiti,-,Ranchi
Jawahar Navodaya Vidyalaya,3440016,Lokai Distt Koderma Jharkhand,825410,6534,292147,2358390,2358390,WWW.SATISHMASARIA@GMAIL.COM,-,1993,Satish Kumar,Senior Secondary,Navodaya Vidyalaya Samiti,-,Koderma
