Army Public School,1580003,Gopalpur Golabandha Ganjam Issa,761052,120,"282490, 372451",2758565,7823233747,pallotti_residential@yahoo.com,http://www.pallottischool.com,1997,A V Narasimham,Senior Secondary,Army Welfare Edn. Society,-,Ganjam
Apex English Medium School,1530119,"At Laliteswar Nagar (baidyarajpur), P.o. Devidwar, Dist. Jajpur, Orissa-755007",755007,6728,222587,-,-,rayaneel4@gmail.com,http://www.aemsodisha.com,-,Mr. Anil Kumar Ray,Senior Secondary,-,-,Jajpur
Aryan English Medium School,1530370,"At & Po - Padmapur, Rayagada",765025,-,06857-266335,-,-,itsaryanschool@gmail.com,http://www.aemspadmapur.com,-,Sanjaya Panigrahi,Secondary School,Mother Memorial Charitable Trust,-,Rayagada
Aryan Public School,1530108,"Po: Kalasandhapur, Aska, Dist: Ganjam, Odisha",761111,682,9692348898,-,0680-2220730,aryan109117@rediffmail.com,http://www.apsaska.in,1998,Mr. Sanjay Kumar Pattnayak,Secondary School,Aryan Educational Society,-,Ganjam
"At- Saruguda, Po- Dangarbheja",1520350,"Ps- Nabarangpur, Dist-nabarangpur",764078,-,06742302344,-,-,nandahandi@oav.edu.in,http://www.oav.edu.in,-,Gupta Kuldipia,Secondary School,Gupta Kuldipia,-,Nabarangpur
Atomic Energy Central School,1580002,Oscom  Ire Housing Complex Post Matikhalo Distt Ganjam Orissa,761045,-,-,-,-,ed-irel@x400.nicgw.nic.in,-,1984,Sh J Pattanayak,Senior Secondary,Atomic Energy Education Society,-,Ganjam
Atomic Energy Central School,1530056,Oscom  Ire Housing Complex Post Matikhalo Distt Ganjam Orissa,761045,-,-,-,-,ed-irel@x400.nicgw.nic.in,-,1984,Sh J Pattanayak,Senior Secondary,Atomic Energy Education Society,-,Ganjam
Aum Valley School,1530129,"At : Charbhata,po : Titilagarh",767033,6655,222282,-,06655-220895,aumbadri@gmail.com,-,2004,Badrinath Mishra,Senior Secondary,Auum Valleyeducation Society,-,Balangir
Balangir Public School,1530061,At/po Balangir Dist  Balangir Orissa,767001,6652,232369,-,-,-,-,1981,Sarita Patnaik,Senior Secondary,Mang. Commtt. Balangir Pub School B,-,Balangir
Balika Vidyalaya,1530069,Khetrajpur Sambalpur Orissa,768003,663,2544127,-,06456-233003,SANTOSH_HOTA12@YAHOO.COM,-,1991,Santosh Kumar Hota,Senior Secondary,Managing Committee Balika Vidyalaya,-,Sambalpur
Believers Church Residential School,1530228,"Believers Church Residential School, Rampur Colliery P O, Brajrajnagar",768225,-,06645213091,-,-,BCRSODISHA@OUTLOOK.COM,http://www.bcrsodisha.org,2011,Mrs. Nimi Mol Abraham,Senior Secondary,Ayana Charitable Trust,-,Jharsuguda
Black Diamond Public School,1530177,Post Box No-21brajrajnagar,768216,664,242987,-,6645242988,principalbdpsbrjn@gmail.com,http://www.blackdiamond.org.in,2001,J Ward,Secondary School,Black Diamond Technical Education Society,-,Jharsuguda
Bnnr Public School,1530290,"At-nial,po-nial,via-aul,distt-kendrapada-754219,odisha",754219,-,06742420903,-,6742420903,bnnrpublicschoolaul@gmail.com,-,2011,Dr.  Manoj Kumar Dwibedi,Secondary School,Bnr Educational & Charitable Trust,-,Kendrapara
Bhubaneswar Model Public School,1530150,"N5/a - 1697, Irc Village, Bhubaneswar (orissa)",751015,674,2360827,-,0674 - 2555728,takshila.bbsr@gmail.com,http://www.takshilaschools.in,1995,Lipsita Mohanty,Senior Secondary,Sanskriti Foundation,-,Khurda
Aryavart Ancient Academy,1530380,"Arjunpur, Khordha",752056,-,6372866816,-,-,aryavartaa.krd@gmail.com,http://www.aryavartancientacademy.in,-,Diptimayee Mohanty,Senior Secondary,Peoples Forum Foundation Trust,-,Khordha
Bridgewell Global School,1530260,At/post Sarkana Balianta,752100,-,06742343561,-,-,gsemschool2@gmail.com,www.gsem2.org,2015,Mr. Suvanarayan Tripathy,Senior Secondary,Gouri Shankar English Medium School (r),-,Khurda
Biju Pattnaik Adarsha Vidyalaya,1520208,"Pallur Hills, Golanthara",761008,-,8917542727,-,-,principalbpav@gmail.com,-,2018,Mr. Golaka Bihari Misra,Senior Secondary,"Collector, Ganjam",-,Ganjam
Blossoms School,1530220,"Plot No- 5 (ga), Bharatpur",751003,674,9937478699,-,-,blossoms@blossomsschool.in,http://www.blossomsschool.in,-,Mrs. Seemita Panda,Secondary School,-,-,Khordha
Bethany Convent School,1530227,"Nagenpali Road, Tora",768040,6646,08895378507,-,-,sheelasubhasini@gmail.com,-,2009,Subhasini,Senior Secondary,Bethany Educational Society,-,Bargarh
Brahmani Public School,1530159,At/po-kharagprasadvia-meramundalidist-dhenkanalpin-759121orissa,759121,673,2212505,-,6764229642,debendrakumar.satpathy@gmail.com,-,1993,Debendra Kumar Satapathy,Secondary School,Brahmani Public School,-,Dhenkanal
Buxi Jagabandhu English Medium School - Ii,1530154,At/po : Satyabhamapurvia : Balakathidist : Khurda,752100,674,09238103190,2315039,0674 - 2310442,kash_deva@rediffmail.com,-,2006,Khyanika Das,Senior Secondary,Buxi Jagabandhu Education Society,-,Khurda
Carmel English School,1530113,"Po: Badatota, Jatnidist : Khurda",752050,674,2492206,27674227,-,principal@carmel-khordha.com,-,2000,Korumelli Raju,Senior Secondary,Carmel English School,-,Khurda
Buxi Jagabandhu English Medium School,1530009,"M/15 Buxi Jagabandhu Nagar, Distt Khurda, Orissa",751014,674,"2310457, 54775",0674-2310442,2310442,sandhyajena.india@gmail.com,http://www.bjemschool.org,1974,Sandhya Jena,Senior Secondary,Managing Committee,-,Khurda
"Centurion Public School, Bolangir",1530251,"Rajib Nagar,idco Land, Behind Bsnl  Office, Bolangir",767001,-,06652235641,-,-,cpsblgr@gmail.com,cpsblgr.cutm.ac.in,2010,Mrs. Meena Kumari Sahu,Senior Secondary,Jitm Trust,-,Balangir
Brundaban Nayak English Medium School,1530209,Tota Streetat:- Hinjilicutpo :- Hinjilicutdist :- Ganjamodisha,761102,680,2222057,-,0680-2222057,principalbnem@gmail.com,-,2007,Bibhu Prasad Mohanty,Secondary School,"Sanjay Memorial Institute Of Technology ( Smit ) Berhampur,odisha",-,Ganjam
Central School For Tibetans,1590001,"P O Chandragiri Ganjam Distt, Orissa",761017,6817,9778311911,5272,2466171,dvarjune@gmail.com,http://www.kv2kota.org,1964,D V Arjune,Secondary School,Sambhota Tibetan Schools Society (stss)??h,-,Ganjam
Chilkarani English Medium School,1530053,Balugaon Khurda Orissa,752031,6756,"9938448360, 20605",-,-,cremsbalugaon@gmail.com,http://www.chilkaranienglishmediumschool.com,-,Mr. Binayak Mahapatra,Secondary School,-,-,Khurda
Chinmaya Public School,1530368,"Po-sonaparbat, Rourkela-16",769016,-,9437649881,-,-,cpsrkl16@gmail.com,https://chinmayapublicschool.co.in,-,Biswakalyani Dash,Secondary School,Manas Memorial Educational Trust,-,Sundargarh
Chinmaya Vidyalaya,1530314,At-sunamunda Po-suguda Ps-deogarh,768108,-,06641226566,-,-,cvdeogarh@gmail.com,www.chinmayavidyalayadebgarh.in.net,2003,Mr. Binaya Kumar Nayak,Secondary School,Central Chinmaya Mission Trust,-,Deogarh
Centurion Public School,1530139,"At - Alluri Nagarpo - R. Sitapur, Via Uppaladaparalakhemundi, Distt Gajpati, Orissa-761211",761211,6815,224850,-,6815222150,principalcpstown@cutm.ac.in,http://jitm.org/cpschool,2006,Nalla Kalapoorna,Senior Secondary,Jitm Trust,-,Gajapati
Cement Nagar English Medium School,1530160,"At :cement Nagar, P.o.bardol, Dist.bargarh",768038,6646,246405,26563073,-,sanatanmahapatra1@gmail.com,-,1987,Sanatan Mahapatra,Secondary School,Vikash Educational Institutions,-,Sambalpur
Centurion Public School,1530243,"Idco Industrial Area, Pitamahal",765002,6856,06856235002,-,-,centurionpublicschool@gmail.com,cutm.ac.in/cpsrayagada,2011,Mrs. Basundhara Karmakar,Senior Secondary,Jagannath Institute For Technology & Management,-,Rayagada
Chandrasekhar English Medium School,1530233,"At-ramla,po-champua",758041,6767,06767211256,-,-,cemschampua@gmail.com,www.cemschool.org,2011,Mrs. Neha Jhajharia,Secondary School,Chandrasekhar English Medium School,-,Keonjhar
Cohen International School,1530280,"Plot No.111(p)&112(p), Haridamada,(adjacent To Iit-bhubaneswar)",752050,-,9777706447,-,-,info@coheninternationalschool.com,http://www.coheninternationalschool.com,2015,Mr. Jag Jeevan Ram Dada Dash,Senior Secondary,Subhadra Charitable Trust,-,Khordha
Chandra Sekhar Academy,1530208,"At-chandrasekhar Square,puri Konark Marine Drive Road,balighai,puri-752002",752002,6752,246543,-,6752251991,amittapattnaik@gmail.com,-,2004,Amita Pattnaik,Senior Secondary,Chandra Sekhar Academy,-,Puri
Chinmaya Vidyalaya,1530019,P O Theruballi Distt Rayagada Orissa,765018,6856,230143,6856230330,6856230084,indira_v09@rediffmail.com,-,1980,V Indira Rao,Senior Secondary,Indian Metals&ferro Alloys Ltd,-,Rayagada
D A V Public School,1530058,"Sadananda Vihar Gosaninuagaon Berhampur, Distt Ganjam Orissa",760003,680,2223631,0680-2222971,-,principal@davberhampur.org,www.davberhampur.org,1989,Deep Gambhir,Senior Secondary,Dav College Trust& Management Soc.,-,Ganjam
D A V Public School,1530020,"Parabdeep Phasphets Ltd Ppl Township, Paradeep Distt Jatsinghpur, Orissa",754145,6722,229623,229210,229623,santanukumardas40@gmail.com,-,1988,Santanu Kumar Das,Senior Secondary,Dav College Trust Management Societ,-,Jagatsinghpur
D A V Public School,1530006,"Unit 8 D A V Bhawan Bhubaneshwar, Distt Khurda, Orissa",751012,674,"2391328, 405276",2391723,2395276,dasipsita67@gmail.com,http://www.davunit8.org,1981,Ipsita Das,Senior Secondary,Dav College Managindg Committee N D,-,Khurda
D A V Model Senior Secondary School,1530017,Jeypore Koraput Distt Orissa,764001,685,241137,6854230627,685424113,rabindranarayan2@rediffmail.com,-,1970,Rabindra Narayan Panigrahi,Senior Secondary,Managing Committee,-,Koraput
D A V Public School,1530033,"Water Works Road,puri Orissa",752002,6752,222208,06752-229860,221844,itu.dav@gmail.com,-,1988,Sangeeta Patnaik,Secondary School,Seva Foundation,-,Puri
D A V Public School,1530030,At &p.o Bandhebahal Via Belpahar Distt Jharsuguda Orissa,768211,6645,233235,9430755435,-,anupama1960@gmail.com,-,1991,Anupama Nath,Senior Secondary,Dav Collge Managing Committee Delhi,-,Jharsuguda
D.A.V. Public School,1530140,"Park Line Dayananda Marg,po/dist:-keonjhar",758001,6766,253641,-,-,davps.kjr@gmail.com,-,1983,Trilochan Satapathy,Secondary School,D.a.v.school Managing Commitee,-,Keonjhar
"D.A.V Public School,Ntpc,Deepshikha,Kaniha",1530029,"Ntpc, Deepshikha, Kaniha Dist- Angul Orissa-759147",759147,676,06760243713,-,-,davntpc2016@gmail.com,www.davntpckaniha.in,2016,Mr. Laxmi Kanta Debta,Senior Secondary,Dav College  Trust & Management Society,-,Angul
D.A.V. Public School,1530176,"Plot No-3679,garage Chhack,puri Road,bhubaneswar-751002,post-oldtown,p.s-lingaraj,dist-khurda,orissa.",751002,91,9861624466,-,-,slmohanty49@gmail.com,-,1992,Soubhagya Laxmi Mohanty,Secondary School,Dayanand Education Trust,-,Khurda
D.A.V. Public School,1530121,"Kalinga Nagar,  Bhubaneswar, Distt Khurda, Orissa",751003,674,2386185,622883,-,sahoobk8@gmail.com,-,1997,Bipin Kumar Sahoo,Senior Secondary,D.a.v. College Trust & Management Society,-,Khurda
D A V Public School,1530047,Near Basanti Colony Rourkela Distt. Sundergarh Orissa,769012,661,2420047,6612504115,2504114,dav_rourkela12@rediffmail.com,-,1990,Lokanath Pradhan,Senior Secondary,Lakshmi Educational & Health Care Charitable Trust,-,Sundargarh
Jawahar Navodaya Vidyalaya,1540003,Kolabnagar Distt Koraput Orissa,764011,6852,251972,-,-,lpp1808@gmail.com,-,1986,Lingaraj Prasad Pattanayak,Senior Secondary,Navodaya Vidyalaya Samiti,-,Koraput
Jawahar Navodaya Vidyalaya,1540030,"At Po Lathipada, Distt Nayagarh",752079,6753,253267,-,-,str.jnv64@gmail.com,-,2008,Syed Tafizul Rahman,Senior Secondary,Nvs,-,Nayagarh
Jawahar Navodaya Vidyalaya,1540010,Nupada At & P O Nupada Orissa,766105,6678,211211,3618,-,pkpanda.48@rediffmail.com,-,1987,Pradip Kumar Panda,Senior Secondary,Navodaya Vidyalaya Samiti,-,Nuapada
Jawahar Navodaya Vidyalaya,1540015,Po Thakur Patra Distt Kandrapara Orissa,124302,6727,274802,86139,-,sudash_rnd@rediffmail.com,-,1987,Sudhansu Kumar Dash,Senior Secondary,Navodaya Vidyalaya Samiti,-,Kendrapara
Jawahar Navodaya Vidyalaya,1540023,Boudh At Jd High School Hostel Boudh Po & Distt Boudh Orissa,451550,6841,9938416477,264450,-,atulkumarray@yahoo.co.in,-,1993,Atul Kumar Ray,Senior Secondary,Navodaya Vidyalaya Samiti,-,Boudh
Jawahar Navodaya Vidyalaya,1540012,Saranh Distt Dhenkanal Orissa,759146,6768,267135,22543,-,nckar2008@gmail.com,-,1986,Nrusingha Charan Kar,Senior Secondary,Navodaya Vidyalaya Samiti,-,Dhenkanal
Jawahar Navodaya Vidyalaya,1540018,At Po Paralakhemundi Gajapati Orissa,761200,6815,215215,86139,-,rajendra.bezzam555@gmail.com,-,1988,B  Rajendra  Rao,Senior Secondary,Navodaya Vidyalaya Samiti,-,Gajapati
Jawahar Navodaya Vidyalaya,1540021,At/po Khatiguda Distt Nabarngpur Orissa,764085,6858,224361,86139,-,srikant.rath2012@gmail.com,-,1993,Srikanta Rath,Senior Secondary,Navodaya Vidyalaya Samiti,-,Nabarangpur
Jawahar Navodaya Vidyalaya,1540011,Salbani P.o Dhanpur Via K C Pur Dist.. Mayurbhanj Orissa,757029,6793,212531,2291,-,moharana59@gmail.com,-,1988,Anadi Charan Moharana,Senior Secondary,Navodaya Vidyalaya Samiti,-,Mayurbhanj
Jawahar Navodaya Vidyalaya,1540024,Malkhangiri At Jr Science College Po Malkangiri Colony So Distt Malbangiri Orissa,764048,6861,231488,2758565,7823233747,tvsprakasarao@gmail.com,http://www.pallottischool.com,1988,Tvs Prakasa Rao,Senior Secondary,Nvs,-,Malkangiri
Jawahar Navodaya Vidyalaya,1540020,Jharsuguda Jharsuguda Engg Sch Campus Po Kali Mandir Road Distt Jharsuguda Orissa,768202,6645,214644,86139,-,dikshyajyoti123@gmail.com,-,1988,Dikshyajyoti Mishra,Senior Secondary,Navodaya Vidyalaya Samiti,-,Jharsuguda
Jawahar Navodaya Vidyalaya,1540013,Chiplima Distt (goshala) P O Kalamati Via Godbhanga Sambalpur Orissa,768111,663,"9776424275, 430809",9856157149,-,bidyasen@yahoo.com,-,1987,Bidyasen Pattnaik,Senior Secondary,Navodaya Vidyalaya Samiti,-,Bargarh
Jawahar Navodaya Vidyalaya,1540016,At Po Tarbha Distt Sonepur Orissa,767016,6654,246285,28710,-,ramajorhat@rediffmail.com,-,1992,T Ramalingam,Senior Secondary,Navodaya Vidyalaya Samiti,-,Sonepur
Jawahar Navodaya Vidyalaya,1540002,Hadagarh Distt Keonjhar Issa,758023,6731,279066,28710,-,jnv.keonjhar@gmail.com,-,1986,Sachidananda Sharma,Senior Secondary,Navodaya Vidyalaya Samiti,-,Keonjhar
Jawahar Navodaya Vidyalaya,1540001,Pilla Salki Dam Site Tudipaju Distt. Phulbani Orissa,762002,684,"211428, 53225",-,-,chaluvadisekharbabu@gmail.com,-,1986,Chaluvadi  Sekhar Babu,Senior Secondary,Navodaya Vidyalaya Samiti,-,Phulbani
Jawahar Navodaya Vidyalaya,1540019,Bissam Cuttack Rayagada Orissa,765019,686,247200,6863247300,686324730,vali-shaikmastan@yahoo.com,-,1993,Shaik Mastan Vali,Senior Secondary,Navodaya Vidyalaya Samiti,-,Rayagada
Jawahar Navodaya Vidyalaya,1540014,At Fci P O Vikrampur Distt Angul Orissa,759106,6764,283100,2291,-,rudraprasad44@rediffmail.com,-,1988,Rudra Prasad Sahoo,Senior Secondary,Navodaya Vidyalaya Samiti,-,Angul
Jawahar Navodaya Vidyalaya,1540005,P O.zinc Nagar Sundergarh Orissa,770072,6621,288569,-,-,tjtomy63@gmail.com,-,1987,T J Tomy,Senior Secondary,Navodaya Vidyalaya Samiti,-,Sundargarh
"Jawahar Navodaya Vidyalaya-2, Balimela",1540031,"Ohpc Road, Near Occ Office, Post- Balimela,dist. Malkangiri,pin-764051",764051,686,06861232838,-,-,jnv2malkangiri@gmail.com,www.jnv2malkangiri.nic.in/,2011,Mr.  P Sai Subba Rao,Senior Secondary,Navodaya Vidyalaya Samiti,-,Malkangiri
Jawahar Navodya Vidyalaya,1540017,Konark Puri At Erbang Po Birtung Issa,752116,6758,236588,6758236599,675823658,dmr-dbr@yahoo.co.in,http://www.jnvpuri.nic.in,1993,D Malleswara Rao,Senior Secondary,Nvs,-,Puri
Jindal English Medium  School,1530096,Soyabali Barbil Distt Keonjhar Orissa,785035,6767,"247082, 277377",06767-248116,-,gkishore@jindalsteel.net,-,1981,Ms.sangeeta Rani Das,Senior Secondary,Jindal Education & Welfare Soc,-,Keonjhar
Johari Mall High School,1530032,Ganesh Ghat P.o. Cuttack Orissa,753002,671,2368202,-,-,pcpattnaik08@gmail.com,-,1988,Prabodh Chandra Pattnaik,Secondary School,Army Welfare Education Society,-,Cuttack
Jupiter International School,1530312,"Prajukti Vihar, Aurobindo Marg, Barijhola Road, Rayagada",765002,-,8895234744,-,-,jisrgda@gmail.com,www.jisrgda.com,2017,Dr. Ashok Kumar Mishra,Senior Secondary,Rabindranath Educational Trust,-,Rayagada
Jupiter Public School,1530235,"Gangapada, Jatni",752054,674,7537073330,-,-,jpsgangapada@gmail.com,http://www.jupiterpublicschool.com/,2014,Mrs. Nirupama Patra,Senior Secondary,Balarampandamemorialcharitabletrust,-,Khurda
K C Public School,1530116,Tata Benz Square,760005,680,06802221154,-,-,kcpublicschool@gmail.com,kcps.edu.in,1984,Mr. A  K Mishra,Senior Secondary,K C Trust,-,Berhampur
Kalinga English Medium School,1530178,"At/po- Kalarabank, Via - Raghunathpur, Dist - Cuttack",754132,671,267452,-,-,ashutosh.mohanty66@gmail.com,-,2007,Ashutosh Mohanty,Secondary School,Management Commettee Of Kalinga English Medium School,-,Cuttack
Kanak Manjari International School,1530301,"Chhend Colony, Rourkela-15, Dist- Sundargarh, Odisha, Pin-769015",769015,-,06612480758,-,-,kmisrourkela@gmail.com,www.kmis.in,2013,Mr. Prasant Kumar Behera,Secondary School,Kanak Manjari Institute Of Pharmaceutical Sciences,-,Sundargarh
Kantabanji Lions Public School,1530083,At Po Kantabanji Distt Bolangir Orissa,767039,6657,"221809, 21809",6657221809,665722090,klps.school@yahoo.in,-,1994,V V R Murty,Senior Secondary,Kantabani Lions Pub Sch Mg Committe,-,Balangir
Kca Public School,1530284,"At- Junia Po- Jageswarpada, Ps- Khantapada, Dist- Balasore, Orissa",756044,-,06788237009,-,-,kcapublics@gmail.com,www.kcaeducate.org,2009,Mr. Jayanta Kumar Hota,Senior Secondary,Kishan Chandra Foundation Trust,-,Balasore
Kendrapara Public School,1530191,"Tinimuhani,dist-kendrapara",754211,6727,220305,117066,-,kpskdp08@gmail.com,-,2008,Bijay  Kumar Jena,Senior Secondary,Managing Committee Of  Kendrapara Public School,-,Kendrapara
Kendriya Vidyalaya,1500028,Nac Guest House Building Po & Post Angul Orissa,759122,6764,231282,36493,-,kvno1angul2019@gmail.com,www.kvntpckaniha.g,1994,Ram Prakash Dwivedi,Senior Secondary,Kendriya Vidyalaya Sangathan,-,Angul
Jyothi Convent School,1530286,"At Gelpur, Via Madhav Nagar, Dist Bhadrak",756181,-,8658535858,-,-,jcsbhadrak@outlook.com,-,2011,Mr. Bino Thomas,Secondary School,Roman Catholic Diocese Of Balasore,-,Bhadrak
Kendriya Vidyalaya,1500027,"Ntpc, Kaniha Deepshikha Distt Angul Orissa",759147,6760,"243658, 52419",-,-,principalkvntpckaniha@gmail.com,www.kvntpckaniha.org,1994,Dhananjay Prasad Sharma,Senior Secondary,K V S,-,Angul
Kendriya Vidyalaya,1500006,Professor Colony Indira Gandhi Marg Balasore Orissa,756001,6782,262175,21187,-,skbpgt@gmail.com,-,1985,Saroj Kumar Behera,Senior Secondary,Kendriya Vidyalaya Sangathan,-,Balasore
Kendriya Vidyalaya,1500037,"Bhadrak At Korkora Road, Spo Arnapal, Bhadrak, Orissa-756 116",756116,6784,240600,9438488662,-,kvbhadrak@gmail.com,-,1986,Mrs. Sujata Mishra,Senior Secondary,Kendriya Vidyalaya Sangathan,-,Bhadrak
Kendriya Vidyalaya,1500030,Bargarh At/po Bardol Distt Bargarh Orissa,768038,6646,246092,33401,3879261208,sbkmishra09@gmail.com,http://www.kvnhpclok.g,1996,Balkrishna Mishra,Senior Secondary,Kendriya Vidyalaya Sangathan N Del,-,Bargarh
Kendriya Vidyalaya,1500018,Ordnance Factory Badmal   Dist Balangir Orissa,767770,6655,"250110, 63294",27049209,-,vijaymishrakv@gmail.com,http://www.kvsvdelhi.com,2003,Vijay Kumar Mishra,Senior Secondary,Kendriya Vidyalaya Sangathan,-,Balangir
Kendriya Vidyalaya,1500039,"At/po Boudh, Distt. Boudh, Orissa",762014,6841,223222,-,-,boudhkv@gmail.com,-,1986,Saroj Kumar Behera,Senior Secondary,Kendriya Vidyalaya Sangathan,-,Boudh
Kendriya Vidyalaya,1500043,"Cisf Mundali, P.o. Mundali, Distt. Cuttack, Odisha",754006,671,2879570,9937187475,-,principalkvcisfmundali@gmail.com,-,1965,Ananta Kumar Seet,Secondary School,Kendriya Vidyalaya Sangathan,-,Cuttack
Kendriya Vidyalaya,1500045,"Deogarh, Govt Girls High School Campus, Deogarh, Distt. Deogarh, Odisha",768108,6641,226055,9439049299,-,biplabsarkar188@gmail.com,-,1984,Biplab Sarkar,Senior Secondary,Kendriya Vidyalaya Sangathan,-,Deogarh
Kendriya Vidyalaya,1500044,"Bhanja Nagar, At- K.s.u.b. College, Old Hostel Campus, Bhanja Nagar, Distt. Ganjam, Odisha",761126,6821,240640,9437633066,-,almeena64@gmail.com,-,1977,Amrit  Lal  Meena,Secondary School,Kendriya Vidyalaya Sangathan,-,Ganjam
Kendriya Vidyalaya,1500040,"Digapahandi, Ganjam, Odisha",761012,681,247177,8895841122,-,skpatrakvd@gmail.com,-,2009,Sanjeev Kumar Patra,Secondary School,Kendriya Vidyalaya Sangathan,-,Ganjam
Kendriya Vidyalaya,1500036,"Gajapati, At-betaguda, Post-jammi, Via Parlakhemundi, Dist, Gajapati, Odisha",761201,8615,9437195775,-,-,jeraldkvs@gmail.com,-,1986,Jerald Arul,Senior Secondary,Kendriya Vidyalaya Sangathan,-,Gajapati
Kendriya Vidyalaya,1500001,Berhampur New Engineering School Distt Ganjam Orissa,760010,680,2404086,-,-,ashokmishra24@yahoo.com,-,1966,Ashok Kumar Mishra,Senior Secondary,Kendriya Vidyalaya Sangathan,-,Ganjam
Kendriya Vidyalaya,1500054,"Aska, At Dhobadi, Po, Kumbhari, Distt. Ganjam, Odisha",761111,682,2272223,9486862008,-,kvaska2010@gmail.com,-,2009,K S P Rao,Secondary School,Kendriya Vidyalaya Sangathan,-,Ganjam
Kendriya Vidyalaya,1500024,Gopalpur Military Station P.o.golabandha Distt.ganjam Orissa,761052,680,2343230,27049209,-,biraja62@gmail.com,http://www.kvsvdelhi.com,1994,Biraja Mishra,Senior Secondary,K V S,-,Ganjam
Kendriya Vidyalaya,1500041,"Jajpur At, Akarpeda Po Sidharpur Via Chitalo Dt Jajpur Odisha-755062",755007,6728,222260,8337999700,-,kamaljeet_7871@yahoo.com,-,1986,Kamal Jeet,Senior Secondary,Kendriya Vidyalaya Sangathan,-,Jajpur
Kendriya Vidyalaya,1500007,Paradip Port Distt Jagatsinghpur Orissa,754142,672,2222243,6722222791,223855,ajayasahookv@gmail.com,http://www.kvparadip.org,1974,Ajaya Kumar Sahoo,Senior Secondary,Kendriya Vidyalaya Sangathan,-,Jagatsinghpur
Kendriya Vidyalaya,1500029,Bhawanipatna Distt Kala Handi Orissa,766001,6670,233401,33401,3879261208,b_n_das2001@yahoo.com,http://www.kvnhpclok.org,1988,Biranchi Narayan Das,Senior Secondary,Kendriya Vidyalaya Sangathan N Del,-,Kalahandi
Kendriya Vidyalaya,1500038,"At Old Ajo High School Campus, Near Office Of The C.i. Of Schools, Main Road, Phulbani, Distt. Kandhmal, Orissa",762012,6842,255335,-,-,kvkdml@gmail.com,-,1986,Santosh Kumar Bal,Senior Secondary,Kendriya Vidyalaya Sangathan,-,Kandhamal
