Brigade Public School,3630240,"4-1-100 Near Pillar No. 122, Attapur,rajendranagar Circle, Rangareddy, Telangana-500048.",500048,-,040-24010520,-,-,jaipalreddypp@gmail.com,http://brigadepublicschool.com/,2012,Mrs. Urmila Nair,Secondary School,Supraja Educational Society,-,Rangareddy
Canary The School,3630368,"1-110/3/g,madinaguda,miyapur",500049,-,9100090038,-,-,chairman@canaryschool.in,www.canaryschool.in,2016,Mrs. Aparna Cherukuri,Secondary School,Gautami Educational Society,-,Rangareddy
Candor Shrine I School,3630175,"Sy.no.612, Laxmareddy Palem,peddamberpet Nagar Panchayath,hayath Nagar Mandal.r.r.dist.",501505,-,040-24209222,-,040-24209222,principal.csis@gmail.com,http://www.candorshrineischool.com/contact.html,2013,Mrs.sowjanya K,Senior Secondary,Shri Vani Vaishnavi Educational Society,-,Rangareddy
Carmel Convent School,3630087,Acc Mancherialadilabad Dt,504208,484,"08736250051,08736-252417",-,8736252417,cchscbse@gmail.com,http://carmelcbsemancherial.com/,-,Miss Sr. Jancy Thomas,Secondary School,-,-,Adilabad
Carisbrook School,3630313,"2-99/1, Survery No 43, Venkriyala Villalge, Bibinagar, Yadadri Bhongir",508126,-,7995057758,-,-,saher@carisbrookschool.com,www.carisbrookschool.com,2017,Mr. Ch. Hemath Asher,Secondary School,Knowledge Province Education System,-,Nalgonda
Chirec International School,130148,"1-55/12, Kondapurkothaguda [po]rangareddy District Hyderabad - 500084 Telangana",500084,40,"04044760999, 3010029",-,3010903,office.kp@chirec.ac.in,http://www.cbse.chirec.ac.in,1989,Mrs. Iffat Ibrahim,Senior Secondary,Chirec Educational Society,-,Hyderabad
Cmr International School,3630122,"173, Plassey Lane, Bowenpally Secunderabad Hyderabad Balanagar Andhra Pradesh",500011,-,04027758892,-,-,cmrschool@ymail.com,http://www.cmrschools.com,2010,Mrs.lizzey Benedict,Secondary School,C Malla Reddy Educational Society,-,Hyderabad
Cmr International School,3630148,"Sy No. 163/2 & 163 & 174, Suraram Colony, Quthbullapur(m), Medchal District",500055,-,"04023091079,9441051672",2.86E+17,-,cmrinternationalsuraram@gmail.com,www.cmrschools.in,2014,Mrs.anuradha Indla,Senior Secondary,B.k.educational Society,-,Hyderabad
Creekside School,3630261,"Creekside School, C/o Mohammed Misbahuddin, D.no.3-267, Via Chaitanya Bharati, Aziznagar Village, Moinabad Mandal, Hyderabad - 500 075.",500075,-,09490071302,-,-,creeksideschool@gmail.com,http://www.creeksideinternational.com,2011,Mr.mohammed Misbahuddin,Senior Secondary,Qamer Educational Society,-,Rangareddy
Cmr International The School,3630126,"32-117, Shapur Nagar, Jeedimetla, Quthbullapur, Hyderabad, Telangana- 500 055",500055,-,04023094528,-,-,swaroop4240@gmail.com,-,2004,Mr.maria Das,Secondary School,Malla Reddy Educational Society,-,Hyderabad
City Central School,3630334,"3-124/1, Gandhi Nagar, Chillepally Village, Nereducherla Mandal, Suryapet District, Telangana State - 508218",508218,-,9440097157,-,-,ccschillepally@gmail.com,http://www.citycentralschools.com,2011,Mr. R Srinivasa Chary,Secondary School,Vallamsetla Venkatramaiah Rukminamma Memorial Society,-,Nalgonda
Chinmaya Vidyalaya,3630042,Kundan Bagh  Begum Pet Hyderabad Andhra Pradesh,500016,40,3317594,3747739,-,pvgrao@hotmail.com,-,1993,P Ramalakshmi,Senior Secondary,Chinmaya Sewa Trust Hyderabad,-,Hyderabad
Kendriya Vidyalaya,3600008,Ntpc  Jyothi Nagar Ramagundam  Karimnagar Distt. Andhra Pradesh,505215,8728,62119,71290,-,kvwaltair@yahoo.com,-,1980,S H Sarath,Senior Secondary,Kendriya Vidyalaya Sangathan,-,Karimnagar
Kendriya Vidyalaya,3600018,"Village Polpally, Near Karunagiri, Khammam, Andhra Pradesh",507003,8742,210599,-,-,-,-,1986,K Laxmaiah,Senior Secondary,Kendriya Vidyalaya Sangathan,-,Khammam
Kendriya Vidyalaya,3600009,A.f.s. Begumpet Hyderabad Andhra Pradesh,500011,40,"7751560, 7751006",7751006,322223220,kenvidya@yahoo.com,www.kvno1afskkd.org,1982,Mrs Prabha M Mulay,Senior Secondary,Kendriya Vidyalaya Sangathan,-,Hyderabad
Kendriya Vidyalaya,3600019,"Mahabubnagar, Red Cross Building, Yenugonda, Mahabubnagar, Andhra Pradesh",509002,8542,270270,08942-240084,-,kvsklm2000@yahoo.com,-,1994,N.s.s. Prasad,Senior Secondary,K V S,-,Mahbubnagar
Kendriya Vidyalaya,3600010,Ordnance Factory Eddumailaram Dist. Medak Andhra Pradesh,502205,40,"3241021, 38255",3241021,-,principal508@yahoo.com,-,1985,Smt. D Sudhamani,Senior Secondary,Kendriya Vidyalaya Sangathan,-,Medak
Kendriya Vidyalaya,3600006,Bolarum  Allenby Lines J J Nagar (p.o) Secunderabad Andhra Pradesh,500087,40,27862525,8179769402,4027862525,kvbolarum087@gmail.com,http://www.kvbolarum.org,1983,Veena Anil Kumar Rote,Senior Secondary,Kendriya Vidyalaya Sangathan,-,Rangareddy
Kendriya Vidyalaya,3600016,Nfc Nagar Colony Ghatkesar R R Distt Andhra Pradesh,501301,8415,22011,25579035,242258,kv-no3patiala@yahoo.co.in,-,1986,V Ramayya,Senior Secondary,Kendriya Vidyalaya Sangathan,-,Rangareddy
Kendriya Vidyalaya,3600023,"Miryalaguda, Opp. Nsp Camp Ground, Miryalaguda Town, Nalgonda Dist. Telangana- 508 207",843334,-,-,-,-,-,-,1994,-,Secondary School,Kendriya Vidyalaya Sangathan,-,Nalgonda
Kendriya Vidyalaya,3600022,"Besides Ysr Part, Ramnagar Nalgonda, Telangana -508001",508001,8682,230123,223123,-,basaut@bitsmart.com,-,1993,N. Chalapathi,Senior Secondary,Kendriya Vidyalaya Sangathan,-,Nalgonda
Kendriya Vidyalaya,3600024,"Nandamuri Nagar Colony, Mahabudabad Warangal Dt. Telangana-506 101",-,-,-,-,-,-,-,1994,-,Secondary School,Kendriya Vidyalaya Sangathan,-,Warangal
Kendriya Vidyalaya,3600025,"Lmd Aluguno, Karimnagar, Karimnagar District, Telengana- 505 527",505527,878,2223031,-,-,singhabhunath1@gmail.com,-,1993,Dr Prabhu Nath Singh,Senior Secondary,Ministry Of Defence Govt Of India,-,Karimnagar
Kendriya Vidyalaya Bodhan,3600029,"C/o Madhumalncha Jurnior College, Bellal , Shakkar Nagar Post , Bellal , Bodhan District : Nizamabad, Telangana - 503180",503206,-,9491203060,-,-,kvbodhan@gmail.com,www.kvbodhan.org,2015,Mr. V Balakrishna Rao,Secondary School,Kendriya Vidylaya Sangathan,-,Nizamabad
Kendriya Vidyalaya Nizamabad,3600150,"Chakradhar Nagar , Nagaram",503003,-,919491256605,-,-,kvnizamabad@gmail.com,https://nizamabad.kvs.ac.in/,-,B Venkateshwar Rao,Secondary School,Deputy Commissioner,-,Nizamabad
Kendriya Vidyalaya Jharasangam,3600028,"Kendriya Vidyalaya Jharasangam  Mandal Parishad Primary School Building, Beside Panchayat Office, Sangareddy District, State Telanganapin: 502246",502246,-,08451288301,-,-,kvjharasangam@gmail.com,WWW.KVJHARASANGAM.IN,2015,Mr. Y.surender,Secondary School,Kendriya Vidyalaya Sangathan,-,Medak
Kendriya Vidyalaya No.1,3600002,"Uppal Hyderabad, Andhra Pradesh",500039,40,27200314,27200314,27207304,kv1uppal@hotmail.com,http://kv1uppal.ap.nic.in,1972,Mr. G.rama Rao,Senior Secondary,Kendriya Vidyalaya Sangathan,-,Hyderabad
Kendriya Vidyalaya No.1,3600004,Air Force Academy Dundigal Hyderabad Andhra Pradesh,500043,40,"3307433, 9285423",7730442,24340232,kv1afa@yahoo.co.in,http://kvkanchanbagh.ap.i,1971,Smt. Sandhya Rastogi,Senior Secondary,Kendriya Vidyalaya Sangathan,-,Hyderabad
Kendriya Vidyalaya No.2,3600015,"Air Fce Academy   Dundigal,hyderabadandhra Pradesh",500043,8418,254229,984649206,08418-2542,principalkv2afa@yahoo.co.in,-,1986,Mr. Md.masood Ali,Senior Secondary,Kendriya Vidyalaya Sangathan,-,Hyderabad
Kendriya Vidyalaya,3600017,"Warangal, Madikonda, Hanamkonda Mandal, Distt. Warangal, Andhra Pradesh",506142,870,2100455,-,-,-,-,1986,M. Surender Reddy,Senior Secondary,Kendriya Vidyalaya Sangathan,-,Warangal
Kendriya Vidyalaya Bhongir,3600031,"Kendriya Vidyalaya Bhongir C/o Alimineti Laxmamma Narsa Reddy Memorial Govt.girls Junior College Campus,banjara Hills Bhongir-508116(t.s.)",508116,-,08685244400,-,-,kvbhongir@gmail.com,https://bhongir.kvs.ac.in/,2017,Mrs. G.priya Rani,Secondary School,Kendriya Vidyalya Sangathan,-,Nalgonda
Kendriya Vidyalaya No.2,3600007,Survey Of India Uppal Hyderabad Andhra Pradesh,500039,40,7202031,7204546,-,kv2uppal80@rediffmail.com,-,1980,Dr A Lakshmi Kumari,Senior Secondary,Kendriya Vidyalaya Sangathan,-,Hyderabad
Kendriya Vidyalaya Sircilla,3600026,Kendriya Vidyalaya  C/o Mpp School Subhashnagarsircilla,505301,-,9490119454,-,-,kvsircilla@gmail.com,www.kvsircilla.org.in,2015,Mr. N Nageswara Rao,Secondary School,Kendriya Vidyalaya Sangathan,-,Karimnagar
Kendriya Vidyalaya Siddipet,3600151,"Ellenki Engineering College Campus, Near Rural P.s , Chinnagundavalli",502107,-,9000347806,-,-,kvsiddipet@gmail.com,https://siddipet.kvs.ac.in,-,Markandeyulu Suri,Secondary School,Deputy Commissioner Kendriya Vidyalaya Sangathan,-,Medak
Kennedy High - The Magnet School,3630310,Plot No 14-22 Mythri Nagar Kukatpally,500072,-,7207352591,-,-,kennedy.magnet@gmail.com,www.kennedyhighthemagnetschool.com,2009,Mrs. Pasumala Saritha,Secondary School,Kennedy Educational Academy,-,Rangareddy
Kiran International School,3630171,"# 9-35/2, Keshav Nagar Colony, Boduppal [v], Ghatkesar [m].",500092,-,040 64554435,-,-,correspondent.kis@gmail.com,http://www.kiraninternationalschool.com,2011,Mrs.sri Latha Channapragada,Secondary School,Ks Educational Society,-,Rangareddy
Kennedy High The Global School,3630052,"Bachupally (v) Qutubullapur (m) Ranga Reddy Distt Hyderabad, Ap",500072,40,65288187,040-23312140,23325302,rama195522@yahoo.co.in,-,2004,Mrs. N.k. Radhika,Senior Secondary,Kennedy Global School Edu Society,-,Rangareddy
Kothakota Pupils High School,3630245,Kothakota,509381,-,08545226269,-,-,kpskkt86@gmail.com,-,2017,Mrs. A Krishnaveeni,Secondary School,Sarala Educational Society,-,Mahbubnagar
Laurus - The School Of Excellence,3630230,"Main Road, Nizampet Village, Quthbullapur Mandal, Rr Dist.",500080,40,64640909,-,-,jkparlapalli@gmail.com,http://www.laurustheschool.com,2011,P Gopala Krishna,Senior Secondary,Oxford Educational Society,-,Rangareddy
Lead India Bharat Ratnas School,3630166,"Bandlaguda Village, Keesara Mandal, Ranga Reddy District, Hyderabad.",501301,-,040-65407777,-,-,acharya.leadindia@gmail.com,-,2012,Mr.n.b. Sudershan,Senior Secondary,Nallaboina Charable Educational Foundation Trust,-,Rangareddy
Kshatriya School,3630372,"Survey No:- 367, 367/2 Nh-63,chepur Armoor Beside Of Kshatriya Engineering College Armoor.",503224,-,7569335576,-,-,kshatriyaschool19@gmail.com,-,2019,Mrs. Salla Sujatha,Secondary School,Pandit Deendayal Upadhyay Educational Society,-,Nizamabad
Kgr Public School,3630266,"Kgr Public School, Mothe, Gollapally Road, Near Godavari Valley, Jagtial, Telangana 505327",505327,-,9949997627,-,-,Reddy.kgr@gmail.com,-,2016,Mr.k Govardhan Reddy,Secondary School,Nava Vignan Vidya Bharathi Educational Society,-,Karimnagar
"Knowledge Park International School, Nizamabad",3630236,"Knowledge Park International School, Auto Nagar, Bodhan Road, Nizamabad - 503 001 (t.s)",503001,8462,9502370736,9849061791,-,kpisnzb@gmail.com,http://www.kpisnz.com,2010,Dr.syed Irfan,Secondary School,A & B Educational & Welfare Society,-,Nizamabad
Little Flower Cbse Innovative School,3630102,"Sanjeevaiah Nagar, Nalgonda,",508001,484,08682232317,-,-,lfcbsenlg@gmail.com,http://www.littleflowercbseinnovativeschool.com,-,Miss Sr.mary Vijaya Laxmi T,Secondary School,-,-,Nalgonda
Little Flower School,3630069,"Uppal, Hyderabad.",500039,1285,"040-27202525, 27200444",01285-235803,040-27201375,info@lfjrc.com,http://www.lfs.org.in,2007,Bro. Ravi Kumar Reddy,Secondary School,Brothers Of St. Gabriel Educational Society,-,Rangareddy
Little Scholar School,3630039,"Door No. 7-2-a5, Sy. No.54, Ward No.7, Block No.2, Sanath Nagar, Hyderabad",500018,40,27760696,4027907070,27760696,lssmyhome@gmail.com,-,2010,Mrs.s.g.sunitha,Secondary School,My Home Educational Society,-,Hyderabad
Lotus Lap Public School,3630345,"Survey No: 259,sri Sri Nagar Colony, Kammaguda Road Turkayamjal R.r Dist 501510",500070,-,09848993003,-,-,lotuslapschoolty@gmail.com,lotuslapschool.net,2017,Mrs. P Usha Kiran,Secondary School,Lotus Lap Educational Society,-,Rangareddy
Lotus National School,3630062,Hyderguda Rajendra Nagar Mandal Rangareddy Dist.,500050,1392,04023350629,-,-,hyderguda@lotusschool.in,http://www.lotusschool.in,2006,Mrs. Kamini,Senior Secondary,Lotus Learning Systems Society,-,Rangareddy
Lotus National School,3630060,"Gautham Nagar Near Doctors Colony Opp: Koti Cheruvu,mulugu Road",506011,8548,08706589469,543373,-,admin@lotusschool.in,http://www.lotusnationalschool.com,2003,Mahalakshmi Ml,Secondary School,Lotus Learningsystemsociety,-,Warangal
Lotus National School,3630093,"Shilpa Nagar Layout, Nagaram Village, Keesara Mandal, Hyderabad - 500062",500006,-,"040-65292489, 040-65292589",-,040-23350629,lotusnagaramhoc@lotusschool.in,http://www.lotusschool.in,2004,Mrs.shamshad Begum,Secondary School,"Lotus Learning Systems Society, (regd) Govt, A.p 408/2003,28-03-2003",-,Rangareddy
M.S.R. Central School,3630263,"Survey No.:223,durajpally,chivemla(m),suryapet(dt)",508213,-,08684220097,-,-,msrcentralschool@gmail.com,www.msrschool.in,2017,Mr. B.prabhakar,Secondary School,Sree Venkateswara Educational Society,-,Nalgonda
M.V.Raman High School,3630248,"Atmakur,",509131,-,08504223674,-,-,mvramantechnoschool@gmail.com,http://www.mvramanhighschool.com,2009,Mrs.m.ancysreedhar,Senior Secondary,Sri Raman Educational Society,-,Mahbubnagar
Madhu Vidyalayam,3630426,"Wyra Mandal, District Khammam",507165,-,7331106006,-,-,madhuvidyalayam2021@gmail.com,http://www.madhuvidyalayam.in,-,Dvr Cheri,Secondary School,Chaitanya Vidya Samasta,-,Khammam
