Aishwaraya Public School,930557,Kalakkode Poothakulam Po Kollam Distt Kerala,691302,474,2061049,-,-,apskalakkode@yahoo.com,-,2002,V Anil Kumar,Senior Secondary,Kuncharavila Edu Trust,-,Kollam
Airport School,930062,Calicut Airport Post Malappuram Dist Kerala,670013,483,2712640,0460-2227470,-,principal@airportschool.ac.in,-,1985,Sreekala B,Senior Secondary,Army Welfare Education Society,-,Malappuram
Akm Public School,930862,Ruby Nagar P.omorkulangarachanganacherry.,686103,481,2402161,2973743,0481-2402161,rejeenamg9@gmail.com,http://sabscongregation.org,1976,Rajeena M G,Senior Secondary,Akm Pubilc School And Charitable Trust,-,Kottayam
Al Ameen Central School,930686,Puliyour Vanchi South Edakkulangara Po Karunagappally Kollam Distt Kerala,690562,476,2626879,-,-,ponnuashok19@gmail.com,-,2001,Ponnamma Ashok,Senior Secondary,Am Ameen Scientific Reserach And Educational Trust,-,Kollam
Al Ameen Central School,930481,Peringode Po Koottanad Palakkad Distt Kerala,679535,466,2370596,543373,-,principalalameenktd@gmail.com,-,1995,Suseela Kuriakose,Senior Secondary,Kottanand Educational Society,-,Palakkad
Al Ameen International Public School,930498,Edathala Aluva Ernakulam Distt Kerala,683564,484,"2837948, 2530154",4952897,-,sumi.subin8@gmail.com,-,2001,Sumina H,Senior Secondary,Al Ameen Educational Trust,-,Ernakulam
Al Ameen Public School,930663,Sreemoolanagaram Eranakulam Distt Kerala,683580,484,"2600033, 2600125",2001,-,kavithasantony@gmail.com,-,2002,Kavitha Alexandar,Senior Secondary,Al Ameen Educational Trust,-,Ernakulam
Al Ameen Public School,930478,"Chandiro Alappuzha Distt., Kerala",688547,478,2871351,-,-,yetheesasha@gmail.com,-,1993,Asha Yethees,Senior Secondary,Al Ameen Educational Trust,-,Alappuzha
Al Ameen Public School,930509,Pathanapuram Po Kollam Distt Kerala,689695,475,2351206,717499,-,alameenpubschptm@yahoo.co.in,-,1992,Seema S Nair,Senior Secondary,Al Aman Educational And Chari Trust,-,Kollam
Al Azhar Public School,930685,Perumpillichira Po Thodupuzha Idukki Distt Kerala,685605,486,2221282,7529252750,751253001,naushadkassim@gmail.com,-,2003,Naushad Kassim,Senior Secondary,Noorul Islam Trust,-,Idduki
Al Ansar English Medium Public School,930392,Mundamparamba Puliyacode Po Distt Malappuram Kerala,673641,483,2754020,07672-275318,275303,vpmkallay@gmail.com,-,1991,Mansoor Vp,Secondary School,Al Ansar Muslim Welfare Board,-,Malappuram
Al Badar Central School,931179,"Melattur P O, Malappuram Dist,kerala, India, 679326.",679326,493,277420,-,-,tittomjoseph@gmail.com,-,1998,Titto M Joseph,Secondary School,Dharuthaeleemil Islami Governing Body(melattur Islamic Academy),-,Malappuram
Al Farooque Eng Med School,930437,Pandikkad Malappuram  Kerala,676521,483,2785088,725177,-,pkd.kareem@gmail.com,-,1997,Kareem Nayaruveettil,Secondary School,Khidamathul Islamsamgam,-,Malappuram
Al Falah English School,930466,Falah Nagar Po Kaipuram Naduvattam Palakkad Distt Kerala,679308,466,2218101,332375,-,nairgsurendran@gmail.com,-,2003,N G Surendran,Senior Secondary,Al Falah Charitable Trust,-,Palakkad
Al Fouz Jamia English School,931149,Vengoorvengoor (po)pattikkad (via),679325,493,3211036,-,-,alfouzjamia@gmail.com,-,1997,Manoj Ck,Secondary School,Samastha Kerala Jam-iyyathul Ulama Arabic College Committee,-,Malappuram
Al Haramain English School,930752,Kunderparamba Road Edakkad Po Puthiyangadi Kozhikode Distt Kerala,673005,495,2390111,622883,-,safiasalim@yahoo.co.in,-,1995,T M Safia,Senior Secondary,Calicut Charitable Trust,-,Kozhikode
Al Hind Public School,931162,"Pengattussery, Erumathala P.o,aluva,ernakulam Dist.-683 112",683112,484,2836111,-,-,reseena24@gmail.com,-,2005,Reseena Kadengal,Secondary School,Pengattussery Jama-ath Educational And Charitable Trust.,-,Ernakulam
Al Huda Central School,930257,Malayil Malappuram Kerala,676553,494,2615405,0460 2204166,-,ealikutty@gmail.com,www.alhudacentralschool.com,1994,Ali Kutty E,Secondary School,Al-huda Ednl. Society,-,Malappuram
Al Huda English School,930546,Neerkunnam T D M C Po Alappuzha Distt Kerala,688005,477,2283391,30334,-,noushadkayamkulam@gmail.com,-,1995,Noushad A,Senior Secondary,Ideal Welfare Trust,-,Alappuzha
Al Ihsan Eng School,930387,Vengara Ok Muri Po Distt Malappuram Kerala,676515,494,2456596,0494-2453006,2455470,principalalihsanvga@gmail.com,-,1992,Abuthahir,Secondary School,Al Ihsan Charitable Society,-,Malappuram
Al Islah English School,930500,Kechery Eranellur Po Thrissur Kerala,680503,488,5243110,-,-,supriyarajan5@gmail.com,-,1994,Supriya Subramanian,Secondary School,Vadanapilly Orphange Committee,-,Thrissur
Al Irshad Central School,930839,"Thechiyadneeleswaram .p.o, Omassery (via), Kozhikode Distt.",673603,495,2281700,-,NIL,drsebastianjacob@gmail.com,-,1999,Dr Sebastian Jacob,Secondary School,Al Irshad Charitable Society Omassery,-,Kozhikode
Al Manar Public School,930129,Erattupetta Kottayam Dist. Kerala,686121,482,2273024,620784,05612-2322,sadikk.ssharafudeen@gmail.com,-,1994,Sadikk A,Senior Secondary,Laxmi Devi Edn Society,-,Kottayam
Al Maquar Eng Medium School,930325,Nadukani Po Pallivayal Talipramba Kannur Kerala,670121,460,2227851,9992361005,-,ashrafkeechery@gmail.com,-,1996,Ashraf P,Secondary School,Al Maquarrussunniyyal Islamiya,-,Kannur
Al Noor Model School,931276,"Elayavoor,varam (po)",670594,497,2723444,-,-,sujeshvps@gmail.com,-,2006,Sujesh Np,Secondary School,Anjuma Educational Trust,-,Kannur
"Al-Amal Public School, Nellikkuzhi",930960,Al - Amal Public Schoolnellikkuzhi. P. Okothamangalam Ernakulam Distkerala,686691,485,2828529,-,-,kmmuhammedali@gmail.com,-,2001,Muhammed Ali K M,Secondary School,Al-amal Educational And Charitable Trust ( 82/iv/2001)nellikkuzhi,-,Ernakulam
Al-Ameen Central School,930640,Kakkazhom Po Alapuzha Distt Kerala,688005,477,04772279881,-,2644614,alameenkkm@rediffmail.com,www.alameencentralschool.in,1994,Mrs. Rasia.m,Secondary School,Al-ameen Educational Society,-,Alappuzha
Al-Ameen English School (Run By Mankada Anadha Sala Sangam),930814,"Mankada Post,malappuram District,kerala-67324",679324,493,3237809,-,4933237817,siyadpallipetta@gmail.com,http://www.masmankada.org,1997,Siyad P P,Senior Secondary,Mankada Anadha Sala Sangam,-,Malappuram
Al-Ameen Public School,930029,"Edappally Cochin, Distt Ernakulam Kerala",682024,484,"2801034, 347931",342017,-,lakshmileela60@gmail.com,-,1979,L Lakshmi Haridas,Senior Secondary,Al-ameen Eductional Trust,-,Ernakulam
Al-Aqsa Public School,931110,"Kathikode, Koolimuttam P.o. Thrissur(distt.)",680691,480,2846995,-,-,salamtomuthu@gmail.com,-,2005,Musthafa P K,Secondary School,Kathikode Charitable Trust,-,Thrissur
Al-Azhar Central School,930609,Mala Thrissur Distt Kerala,680782,480,2897505,286416,7512569300,prasadpudaya@gmail.com,-,2003,Prasad P,Senior Secondary,Al-azhar Muslim Edu & Chari Society,-,Thrissur
Al-Ejaba Central School,931275,Ejaba Campusneerkunnama M C. P.oalappuzha,688005,477,2283655,-,-,alejabacentralschool@outlook.com,-,2006,Shameera V S,Secondary School,Masjidul Ejaba Muslim Jama-ath,-,Alappuzha
Al-Azhar English Medium School,930106,Post Manakkody Thrissur Kerala,680017,487,2311679,1343250214,0510-2444691,kjthressiamma@gmail.com,-,1993,K J Thressiamma,Senior Secondary,N M Salafee Trust,-,Thrissur
Al-Falah Amm English School,930983,"Kakkidippuramalankode P.o.,malappuram Dt.,kerala - 679 585",679585,494,2650620,-,-,apakmr@gmail.com,-,2004,Ashraf Ap,Secondary School,Al-falah Amm Educational Trust,-,Malappuram
Al-Falah English School,931292,Veliyancode P.o.,679579,494,2677270,-,0494-2677270,gafoornalakath@gmail.com,-,1990,Abdul Gafoor Nalakath,Secondary School,Islamic Service Trust,-,Malappuram
Al-Falah Public School,931236,"Panipra Po, Kothamangalam, Krnakulam Kerala",686692,484,2252095,-,-,shibikm008@yahoo.com,-,2003,Shibi K M,Secondary School,Goodwill Charitable Trust,-,Ernakulam
Al-Farook Residential School,930137,Farook College P.o.kozhikode,673632,495,"04952443025, 440822",-,-,mail@alfarookschool.com,http://www.alfarookschool.in,1991,Mr. Hafish K H,Senior Secondary,Al-farook Residential Senior Secondary School Trust,-,Kozhikode
Al-Farooque School,930222,Padapparamba Po Pang Malappuram Kerala,679338,493,"3242081, 342119",-,6712503478,principalalfarooque@gmail.com,-,1993,Sagi P John,Secondary School,Al-farook Charitable Association,-,Malappuram
"Al-Hidayath English Medium School, Kondotty",931115,"Thurakkal Po,kondotty  ,malappuram Dt,673638 Pin, Kerala",673638,483,2715390,-,-,rasheedaodakkal@gmail.com,-,1994,Rasheeda O,Secondary School,Al Hidayath Educational Trust-kondotty,-,Malappuram
Al-Ihsan Central School,930810,"Al-ihsan Islamic Complex,niranam North P.o.thiruvalla,pathanamthitta Districtkerala",689621,469,04692747312,-,4692747312,alihsancs@yahoo.com,www.alihsancentralschool.com,2003,Mrs. Chandramathi Amma V,Secondary School,Al Ihsan Islamic Education And Charitable Society,-,Pathanamthitta
Al-Irshad English School,930440,Po Killimangalam Thrissur Kerala,680591,488,251932,875515,824224711,najumarasheedwky@gmail.com,http://www.cbemangale.com,1994,Nejuma Pa,Senior Secondary,Mahatma Educational And Chari Trust,-,Thrissur
Alangad Jama-Ath Public School,930441,Karumalloor Po Ernakulam Kerala,683511,484,"2670591, 570760",4844069589,2672853,pblcschl@yahoo.co.in,http://www.aljamath.com,1996,C P Jayasree,Senior Secondary,Alangad Jama Ath Edu And Cha Trust,-,Ernakulam
Alan Feldman Public School,930160,Kazhakuttam Trivandrum Kerala,695582,471,2617793,0471-2417804,2417804,rhymemak@yahoo.com,http://www.afpschool.com,1994,Ben P,Senior Secondary,A.f. Ednl Trust,-,Thiruvananthapuram
Albab Central School,930673,Kattor Po Mukandapuram Thrissur Distt Kerala,680702,480,"2875306, 2875118",9847336331,-,albabcentralschool@rediffmail.com,-,2004,Jaeaharlal P M,Senior Secondary,Albab Charitable And Edu Trust,-,Thrissur
Bhavan's Vidya Mandir,930016,"Elamakkara Cochin, Distt Ernakulam, Kerala",682026,484,"2408514, 537621",0484-2400027,-,girijats123@gmail.com,-,1977,Girija Ts,Senior Secondary,Bharatiya Vidya Bhavan Trust,-,Ernakulam
Bhavan's Vidya Mandir,930445,Chithali Koyalmannam Palakkad Distt Kerala,678702,492,2252252,9886500211,28437657,dharans@hotmail.com,www.bgsirs.net,1999,Subadra  Muralidharan,Senior Secondary,Bhartiya Vidya Bhawan Mumbai,-,Palakkad
Bhavan's Vidyashram,930465,"Bhavan's Road, Chelembra Malappuram Distt Kerala",673634,483,2890532,9526493883,4712326025,ppl.vidyashram@gmail.com,-,1994,Saji K T,Senior Secondary,Bhartiya Vidya  Bhawan,-,Malappuram
Bhavans Adarsh Vidyalaya,930061,Kakkanad Kochi Ernakulam Dist. Kerala,682030,484,"2422528, 426682",9846707678,-,kuttath.suresh@yahoo.com,-,1989,K Suresh,Senior Secondary,Bharatiya Vidya Bhawan,-,Ernakulam
Bhavans Munshi Vidyashram,930851,Bhavans Munshi Vidyashram Old Guest House Road Thiruvamkulam Thirupunathura Cochin,682305,484,2774247,260410,0484-2367599,rajasree99@gmail.com,-,2001,Mini K,Senior Secondary,Bharatiya Vidya Bhavan,-,Ernakulam
Bhavans Varuna Vidyalaya,930140,"Npol  Trikkakara B.m.c Post Cochin, Distt Ernakulam Kerala",682021,484,"2422566, 426683",537263,484246431,bhavansvaruna@yahoo.co.in,-,1992,Remadevi K P,Senior Secondary,B V B Trust,-,Ernakulam
Bhavans Vidya Mandir,930090,"Kunnara P.o. Eroor West Tripunithura, Distt Ernakulam, Kerala",682306,484,"4842777763, 784948",0484-363890,-,nirmalavenkat20@gmail.com,-,1989,Nirmala Venkateshwaran,Senior Secondary,Bhartiya Vidya Bhavan,-,Ernakulam
Bhavans Vidya Mandir,930021,"Giri Nagar Cochin, Distt Ernakulam, Kerala",682020,484,"2319081, 310702",301932,-,girijats123@gmail.com,www.bhavansgirinagar.ac.in,1980,Girija T S,Senior Secondary,Bharatiya Vidya Bhavan,-,Ernakulam
Bhavans Vidya Mandir,930853,"Kolaikkad,mannapra,palakkad District",678685,492,2266020,2264819,4922266090,supriyasumesh111@gmail.com,www.bhavansmannapra.in,2000,Supriya N,Senior Secondary,Bharatiya Vidya Bhavan,-,Palakkad
Bhavans Vidya Mandir,930967,"Ring Road, Pathanamthitta",689645,468,2272300,-,4682323806,bhavanspta@hotmail.com,http://www.bhavanspta.org,2007,Mrs. Sujatha Varghese,Senior Secondary,"Bharatiya Vidya Bhavan, Mumbai",-,Pathanamthitta
Bhavans Vidyalaya Ottapalam,931285,"Bhavans Vidyalayaottapalamveetamparavarode Poottapalam, Palakkad Distkerala - 679102",679102,466,04662000814,-,-,principalbvotp@gmail.com,www.bhavansottapalam.org,-,Mrs. Vyjayanthimala.v,Secondary School,-,-,Palakkad
Bhavans Vivekananda Vidya Mandir,930626,"Manvila,  Pangappara Thiruvanthapuram Kerala",695581,471,2594559,-,2594331,bhavansvvm@gmail.com,http://www.bhavansmanvilaschool.com,-,Mrs. Radhaviswakumar,Senior Secondary,-,-,Thiruvananthapuram
Bishop Moore Vidyapith,930541,Kalavanacodam Cherthala Alappuzha Distt Kerala,686586,478,2592202,4.78E+12,2595469,johnbose.mglth@gamil.com,-,2001,John Bose,Senior Secondary,Central Travancore Diocesan Trust,-,Alappuzha
Bishop Kuriala Cheery Public School,930708,Chamapakulam Alapuzha Distt Kerala,688505,477,04772736258,-,-,bkpsckm@gmail.com,www.bkpublicschool.org,1999,Mrs. Sr.aleyamma  Thomas,Secondary School,Chanthals Educational And Charitable Trust,-,Alappuzha
Bishop Pereira Memorial School,930300,Karamoodu Thonnakkal Thiruvananthapuram Kerala,695317,471,2648810,618810,-,lalitha588@gmail.com,-,1979,Lalitha K,Senior Secondary,Percivell Charitable Trust,-,Thiruvananthapuram
Blooming Buds Bethania English School,930307,"Marathamcode, Vellithuruthy, Kunnamkulam, Thrissur Distt., Kerala",680604,488,5227657,222369,-,principal.bbbethania@gmail.com,http://www.bbbethania.org,1990,Remabai V K,Senior Secondary,Bethany Ashram Society,-,Thrissur
Blossom International Residential School,931166,"Panipra.p.o, Kothamangalam,ernakulam.dt,kerala",686692,485,2851520,-,-,abiwafy@gmail.com,-,2004,Abi  T A,Secondary School,Blossom Educational Trust,-,Ernakulam
Blossom Secondary School,931046,Pulikalvaliyaparamba Eranadu Thalukmalappuram Dtkerala,673637,483,2712230,-,-,blossomschoolvp@gmail.com,-,2002,Vijeesh V,Secondary School,Blossom Educational & Charitable Trust,-,Malappuram
Blossom Public School,931183,"Polpakara, P.o. Edapal, Dist. Malappuram.",679576,494,2680350,-,-,ramdasputhukulangara@gmail.com,http://www.blossompublicschool.org,2005,Balakrishnan Ramdas,Secondary School,Blossom Educational Trust,-,Malappuram
Blue Mount Public School,930598,Thonnakkal Thiruvananthapuram Kerala,695317,471,2618251,-,-,bluemount76@yahoo.com,http://www.bluemountpublicschool.org,-,Mrs. Jayalekshmi J,Senior Secondary,-,-,Thiruvananthapuram
Bpm Model School,930428,Peretill Moongodu Po Distt Thiruvananthapuram Kerala,695144,470,"2688013, 681202",-,-,sasinair7@gmail.com,-,1997,Rajashree M S,Senior Secondary,Bhaskara Pillai Mem Chari Trust,-,Thiruvananthapuram
Brahmasree Nithyananda Gurukula Vidyalayam,931051,"Nettani, Keezharoor P.o, Neyyanttinkara. Trivandrum Dist",695130,471,2275575,-,-,ngvidyalayam@gmail.com,-,2006,Pushpalatha J C,Secondary School,Brahmasree Nithyananda Swamy Religious And Charitable Trust,-,Thiruvananthapuram
Bright Centralschool,931301,"Malamelparampu, Kaniyapuram Po",695301,-,"04712751786, 04712168786",-,-,brightcentralschool@gmail.com,http://www.brightcentralschool.com/,2004,Mr.biju S Pillai,Senior Secondary,Tm Haji Mohammed Abdul Khader Lebba Educational Charitable Trust,-,Thiruvananthapuram
Bright Public School,930585,Kunnackal Po Vallakom Muvattupuzha Ernakulam Distt Kerala,682314,485,9072817713,9446517713,-,lakshmishine95@gmail.com,-,2003,Mrs.lakshmi Shine,Senior Secondary,Bright Educational And Charitable Trust,-,Ernakulam
Brook International School,930717,Rajagiri Sasthamcotta Kollam Distt Kerala,690521,476,"2831999, 2083601",2315440,-,thalothil@gmail.com,-,2005,Sheeji,Senior Secondary,Viva Trust,-,Kollam
Btc Public School,930840,Puthencruz. P.o.ernakulam. (dist),682308,484,0484-2730057,-,-,baselians@gmail.com,http://www.btcpublicschool.com,-,Miss Sr. Saino,Secondary School,-,-,Ernakulam
Bsmm Nirmala English Medium School,931158,"Thanneermukkom P O Cherthala, Alappuzha",688527,478,2583815,-,-,bsmmprincipal@gmail.com,-,1992,Sreeja C R,Secondary School,Nirmala Educational And Charitable Trust.reg.no.232/iv/2007,-,Alappuzha
Btm English School,931288,Btm English Schoolnaduvil (po)kannur Districtkerala,670582,4931,04602250279,-,-,btmschool6@gmail.com,-,2003,Mr.rajan  K. V.,Secondary School,Naduvil Juma-ath-palli & Madrasa Committee,-,Kannur
Buddha Education Centre,930571,Muthukulam North Cheppad Po Alappuzha Distt Kerala,690507,479,2470468,2473276,-,principalbuddhaeducationcentre@gmail.com,-,2002,Rajeevan  R,Secondary School,T K Divakaran Memo Charitable Educational Trust,-,Alappuzha
Bukhari English School,930260,Sa-ada Nagar Kondotty P.o Malappuram Kerala,673638,483,2710292,712349,-,munnaskp@gmail.com,-,1991,Munnas Kp,Secondary School,Kondotty Islamic Service Trust,-,Malappuram
C H Mohammed Koya Memorial School,930634,Hill Top Seorambail Kumbla Kasargod Distt Kerala,671321,4998,245693,044-26361110,56832365489,kcbhatch@gmail.com,http://www.abc.com,1998,K V Bhat,Senior Secondary,C H Mohammad Koya Memo Islamic Cul Edu & Chari Trust,-,Kasaragod
C K M N S S Senior Secondary School,930039,"R B Road, Chalakudy P.o Thrissur Distt. Kerala",680307,480,"2701690, 846053",0480-2704516,2706053,info@ckmnss.com,http://www.ckmnss.com,1980,Mrs. Sheela Varghese,Senior Secondary,Chalakudy N S S Edu Cultural Socy,-,Thrissur
C Syed Mohammed Haji Memorial Central School,930102,Edessery P.o Thalikulam Thrissur Kerala,680569,487,2600007,343893,-,dineshvadassery@yahoo.com,-,1987,M Dinesh Babu,Senior Secondary,Islamic Preaclimy Charitalo Trust,-,Thrissur
Canadian Central School,930900,"Karakkunnam,puthuppady P.o,muvattupuzha",686673,485,2815491,-,-,babithasnellickal@gmail.com,http://www.canadianccs.com,2000,Babitha S Nellickal,Secondary School,Santhi Educational And Ecumenical Trust,-,Ernakulam
C.S.I.W.F Central School,930806,"Medical College Campus, Karakonam, Thiruvananthapuram",695504,471,2250237,26469071,0471 - 2316439,Prasana2015@gmail.com,-,2000,Prasanna Rani C K,Secondary School,Medical Mission Of The South Kerala Diocese Of The Church Of South India Of The South India United Church,-,Thiruvananthapuram
Campion School,930119,"Changampuzha Cross Road Edapally  Cochin, Distt Ernakulam, Kerala",682024,484,"2347613, 349090",349090,484246431,campionprincipal@gmail.com,-,1989,Annamma  Titus,Senior Secondary,Campion Ednl. Society,-,Ernakulam
Cardinal Padiyara Public School,930507,Manimala Po Distt Kottayam Kerala,686543,482,8247374,-,-,annslyo@yahoo.in,http://www.takshilaschools.in/,2000,Anna Varghese,Senior Secondary,Cardinal Padiyara Educational Trust,-,Kottayam
Carmal Central School,931014,"Payyanamon P.opathanamthitta (dist.)kerala State, Pin:689692",689692,468,2243055,-,-,vgeorgevp@gmail.com,-,2004,George Varughese,Secondary School,Malankara Catholic Educational Society,-,Pathanamthitta
Carmalgiri Central School,931367,Carmalgiri Central School11th Milebharatheepuram Popin 691312,691312,-,04752202893,-,-,carmalgiricentralschool@gmail.com,www.cgcs.edu.in,2001,Mrs. Shali Xavier,Middle Class,Malankara Catholic Educational Society,-,Kollam
Carmel Central School,930346,Valappad Distt Thrissur Kerala,680567,487,2398102,2391182,2398102,srlissyirimpan@yahoo.com,-,1995,Dr Sr Lissy John Irimpan,Senior Secondary,Carmel Educational & Chari Trust,-,Thrissur
Carmel Cmi Public School,930914,"Carmel Hills,      Puliyanmala,          Idukki",685515,4868,270106,-,04868 270728,robinskj2@gmail.com,http://www.carmelcmischool.org,2000,Fr Robins Jacob,Senior Secondary,Carmel Vidyapeet Educational And Charitable Trust,-,Idukki
Carmel Convent English Medium School,930206,"Thadiyoor Kolabhagam Po Palakunnu, Distt Pathanamthitta, Kerala",689545,469,04692654028,-,-,carmelcemstdyr@gmail.com,http://www.carmelschoolthadiyoor.com,-,Miss Sr Binitha Philip,Senior Secondary,-,-,Pathanamthitta
Carmel Public School,930193,"Vazhakulam Muvattupuzha, Distt Ernakulam Kerala",686670,485,2261233,530408,-,sijancmi@gmail.com,-,1996,Sijan Paul,Senior Secondary,Carmela Rani Edn. Trust,-,Ernakulam
Carmel English Medium School,931132,"Thakazhy P O Kuttanadu, Alappuzha",688562,477,2274448,-,-,srsusymariacmc@gmail.com,-,1992,Susamma  Antony,Secondary School,Holly Queens Providence Charitable Society,-,Alappuzha
Carmel Public School,930664,"Carmel Public School Pala,pala P O,kottayam,kerala Pin-686575",686575,482,04822213511,-,2774335,carmelpublicschoolpala@gmail.com,http://www.carmelpublicschoolpala.com,-,Mrs. Sheela Paul,Senior Secondary,-,-,Kottayam
Carmel Rani Public School,931047,Varanikkad Chettuthode P.o.kottayam Dist Kerala - 686508,686508,482,8235888,-,-,srsalymathew22@gmail.com,-,2003,Saly Mathew,Secondary School,Jaya Matha Educational And Charitable Trust,-,Kottayam
Carmel Residential School,930563,Kadalavila Mellikkunnam Po Kotarakkara Kollam Distt Kerala,691605,474,2453829,26522,-,mitamailbox@gmail.com,-,2000,Smitha Subhash,Senior Secondary,Special Care International,-,Kollam
Carmel School,931351,Madappally P.o.vakkelpady Jn Changanacherry.686546kottayam,686546,-,04812472316,-,-,carmelschool15@gmail.com,www.carmelmadappally.in,1993,Miss Sr. Rosa P.d.,Secondary School,"Carmel Convent Society,calicut",-,Kottayam
Carmel School,930385,Kallipadam Po Shornur Distt Palakkad Kerala,679122,466,2220002,563305,-,manjaly_varghese@rediff.com,www.carmelcmischoolshornur.org,1986,Fr Dr.philips P R,Senior Secondary,Little Flower Education Society,-,Palakkad
Carmel School,930904,Peyad Vilapplil Grama Panchayat Thiruvnanthapuram,695573,471,04712287025,-,4712326025,carmelschool42440@gmail.com,www.carmelschool.net,2005,Miss Sr.lissi  A P,Senior Secondary,Carmel Educational And Charitable Trust,-,Thiruvananthapuram
Carmelagiri Public School,930286,Koradakad Mattupputty- Po Munar Idukki Distt Kerala,686616,486,"5230173, 30173",4865230339,-,matheckan@gmail.com,http://ww.carmelagiri.com,1995,Fr Shine Matheckal,Senior Secondary,Carmel Edu. Trust,-,Idduki
Carmelgiri English Medium School,930401,Thalanji Pookottumanna Distt Malappuram Kerala,679334,4931,"04931230595, 230595",-,-,carmelgiri2004@rediffmail.com,http://www.carmelgirischoolthalanji.com,-,Miss Sister Lucy Thomas,Senior Secondary,-,-,Malappuram
Chaithanya Vidyalaya,931357,"Rishikshethra, Paichal, Kudlu Post, Kasaragod -671124",671124,-,04994233040,-,-,chaithanyakasaragod@gmail.com,WWW.chaithanyavidyalaya.org,2006,Mr. Shyama K,Secondary School,Chaithanya Trust,-,Kasaragod
Chavara Darshan Cmi Public School,930613,Koonammavu Ernakulam Distt Kerala,683518,484,2511162,2513095,3010903,poulose7063@gmail.com,-,2004,Fr Poulose Kidangen Cmi,Senior Secondary,Chavara Darshan Cmi Pub Sch Trust,-,Ernakulam
