Akshara The School,3630187,"Plot No.33 & 35, H.no.7-3-221, Sri Sai Ram Nagar, Bairamalguda, Sagar Ring Road, L.b.nagar, Hyderabad.",500079,1503,040 24095555,-,-,akshara.lbnagar@gmail.com,http://www.aksharainternational.org,2013,Mrs.shailaja Reddy,Secondary School,Akshara Educational Society,-,Rangareddy
Akshara The School,130358,"Akshara Nagar,       All Andhra Road, Pathapatanam",532213,8946,8946255623,-,-,aksppm220611@gmail.com,http://www.aksharaschoolppm.in,2011,Mr. D. V.s.r. Murthy,Senior Secondary,Abhuyudaya Trust/society,-,Srikakulam
Akshara Vidyalaya,130278,"Saraswathi Nagar, Yerra Gunta, Nh - 05",524320,861,2351000,2319361,-,kumuda.muppala@gmail.com,http://www.aksharavidyalaya.com,2011,M V Kumuda,Senior Secondary,Swarna Bharat Trust,-,Nellore
Alluri Sitaramaraju Pub.School,130070,Arakkuvalley Visakhapatnam Andhra Pradesh,531149,8936,249648,1741224366,-,pvsnr.varma03@gmail.com,-,1985,P V S N R Varma,Senior Secondary,Vista Educational Socy Andhra Prasa,-,Visakhapatnam
Altus High School,130619,"Ramapuram Beach Road,chirala Engineering College Campus,akkaipalem Village ,chirala",523157,-,7981381131,-,-,principalaltus@cecc.co.in,www.altusschool.com,2019,Mrs. P.sowjaya,Secondary School,Gsr & Tsr Educational Society,-,Prakasam
Amara Raja Vidyalayam,130513,"Diguvamagham Village & Postthavanampalle Mangal,chittoor District,andhra Pradesh Statepin-517 129",517129,-,8573283466,-,-,principalarv1@amararaja.co.in,www.amararajavidyalayam.com,2017,Mrs. U. Girija Rani,Secondary School,Amara Raja Educational Society,-,Chittoor
Amararaja Vidyalayam,130459,"Karakambadi Village,karakambadi Post,renigunta Mandal,chittoor District,andhra Pradesh-517520",517520,877,2265000,-,-,prinicipalarv@amararaja.co.in,-,1995,K  Jayanthi,Secondary School,Amararaja Educational Society,-,Chittoor
Amberwood International School,130506,"Kondayapalem, Before National Highway",524004,-,9640926999,-,-,principal@amberwood.in,http://www.amberwood.in,2017,Mrs. Anam Sirisha Reddy,Secondary School,Veda Foundation,-,Nellore
Ambitus World School,3630206,"Survey No: 473,miyapur - Medchal Highway Road,near Bachupally,bowrampet,quthbullapur Mandal,rangareddy District",500054,-,040 65451111,-,8418242325,info@ambitusworldschool.com,http://www.ambitusworldschool.com/,2012,Mrs.babitha Srikumar,Secondary School,Futuristic Educational Society,-,Rangareddy
Ameya World School,130259,Sangivalasa,531162,8933,7093323502,-,-,principal@ameyaworldschool.in,http://www.ameyaworldschool.in,2009,V Mahalaxmi,Senior Secondary,Kalinga Educational Society,-,Visakhapatnam
Amrita Vidyalayam,130190,844/1 Mahindra Hills Marredpally Secunderabad Andhra Pradesh,500026,40,"27739898, 27733174",2545512,-,ammassku@yahoo.co.in,-,2001,Sreekumari,Secondary School,Mata Amritanandmayi Math,-,Secunderabad
Ansari Oxford Central School,130129,Ansari Nagar Rayachoty Road Cuddapah Andhra Pradesh,516003,8562,24148,59649,-,-,-,1994,P Venkata Rami Reddy,Senior Secondary,-,-,Cuddapah
Aptwemurjc (G) Kodavaluru,120003,"Peyyalapalem Road, Racharlapadu Post, Kodavaluru (md), S.p.s.r. Nelloree, Kodavaluru, Andhra Pradesh-524316",-,-,-,-,-,-,-,1964,-,Secondary School,Kendriya Vidyalaya Sangathan,-,Visakhapatnam
Apple I English Medium School,130431,"Door No 27-1-203/2, Srinagar, 61st Ward Of Gvmc, Gajuwaka (po)",530026,891,6581111,-,8912519517,principal.appleiemschool@gmail.com,http://www.appleipublicschool.com,2014,Mrs. K.nischala Deepthi,Senior Secondary,Sree Krishna Academy,-,Guntur
Aravinda High School,130633,Aravinda Raja Nagarkunchanapalli Villagetadepallimandalguntur Dist,522501,-,8645247301,-,-,aravindaeducationalsociety@gmail.com,www.aravindaschools.com,1997,Mrs. Bonthu Indrani,Middle Class,Sri Aravinda Educational Society,-,Secunderabad
Army Public School,130171,"Near Eagle Chowk, Old Cdm Complex, Bolarum, Rangareddy, Secunderabad, Andhra Pradesh-500010",500010,40,7940368,-,-,-,-,1993,Mrs Sujata Tikku,Senior Secondary,Army Welfare Education Society,-,Secunderabad
Army Public School,180017,"Near Eagle Chowk, Old Cdm Complex, Bolarum, Rangareddy, Secunderabad, Andhra Pradesh-500010",500010,40,"7940368, 7940488",6228075,-,-,-,1993,Mrs Sujata Tikku,Senior Secondary,Army Welfare Education Society,-,Rangareddy
Arbor International School,3630185,"Survey No-92,maseedbanda, Kondapur",500084,542,040-68888870,01342-263357,040-68888870,arborinternational@gmail.com,http://www.arborinternationalschool.com,2012,Missmeera Ramanan,Secondary School,Sandaiah Educational Society,-,Secunderabad
Army Public School.,180006,Ramakrishnapuram Secunderabad Andhra Pradesh,500056,40,7794729,7117947,-,armysch@rediffmail.com,-,1981,K A Rao,Senior Secondary,"Army Welfare Society, N.delhi",-,Krishna
Ashram Public School,130084,Pithapuram Road Opp. Boat Club Kakinada Andhra Pradesh,533003,884,2378798,66146,-,principal@ashrampublicschool.com,-,1987,T Augustine,Senior Secondary,Vishnu Sevashram Yogashram Trust,-,Krishna
Atkinson High School,130268,"Convent Street, Vijayawada- 520001",520001,866,2565790,-,8662563800,pushpaa05@yahoo.com,http://www.atkinsonvijayawada.com,1899,M Balapushpam,Senior Secondary,Congregation Of The Sisters Of St.ann Of Providence,-,Krishna
Ambitus World School,130620,"Sy No 76/1b, Inner Ring Road, Gunadala, Vijayawada, Krishna District, Andhra Pradesh",520004,-,9100401111,-,-,principal.vja@ambitusworldschool.com,http://www.ambitusworldschool.com/vijayawada,2018,Mrs. P S Sudha,Secondary School,Sunlot Educational Society,-,Vijayawada
Atkinson High School,130170,Iron Market Gollapudi Vijayavada Andhra Pradesh,521225,866,2413175,412933,-,anthukonda@yahoo.in,-,1982,Sr Anthu Mary K,Secondary School,Congregation Of Sis Of An Of Prov,-,West Godavari
B V Bhavan's Res Public School,130100,Pedatadepalli P.o Tadepalligudem W.g.distt Andhra Pradesh,534101,8818,"284234, 84234",283388,284288,vr.bvbrp@gmail.com,-,1985,Rajiv Kumar Sharma,Senior Secondary,The W Godavari Dt Rice Millers Educational & Cultural Society,-,Nellore
Avenues English Medium High School,130484,"Prasanthi Nagar,brahmanandapuram, Nellore, Spsr Nellore District",524003,-,9247007000,-,-,principal@avenuesschools.com,http://www.avenuesschools.com,2016,Mrs. Palle Sindhu,Secondary School,Sri Sri Venkateshwara Educational Society,-,West Godavari
B V Bhavans International Res Pub Sc,130038,Res. Public School Bhimavaram Bhimavaram  West Godavary Distt. Andhra Pradesh,534203,8816,"232135, 32135",232135,881623215,principalramadevi@gmail.com,http://wwwbhavansbvrm.com,1983,L V Rama Devi,Senior Secondary,Bharatiya Vidya Bhavan,-,Chittoor
B V Reddy Sr Sec School,130107,Satyanarayanapuram C G Palle Post Chittoor Andhra Pradesh,517002,8572,"8333015010, 35492",-,-,bvreddyschool@yahoo.co.in,bvreddyschool.com,1986,Mr. T V Subrahmanyam,Secondary School,B V Reddy Charitable Trust,-,Visakhapatnam
Bal Bharati Public School,130166,Deepanjali Nagar Sim Hadri Ntpc Township Visakhapatnam Andhra Pradesh,531020,8924,"243002, 83214",-,-,mpadmajamurthy@yahoo.in,-,2000,M Padmaja,Secondary School,Child Education Society,-,Krishna
Bethesda Integrated School,130478,"Bethesda Integrated School, Konnam Gunta Road,nuzvid, Krishna District.  Ap",521201,-,08656 200056,-,08656 200056,Syambandi@gmail.com,-,2009,Mr.arthur Linu Babu,Secondary School,Bethesda Integrated Educational Society,-,West Godavari
Bellwether E.M.High School,130685,"12th Ward, Komaravaram, Tanuku",534211,-,9989975577,-,-,bwistnk@gmail.com,www.bellwethertanuku.com,-,Ashis Kumar Panda,Secondary School,Silver Oaks Educational Society,-,Chittoor
Bes Model High School,130420,"Nh-205, Kadiri Road, Near Angallu , Kurabalakota,mandal,chitoor, Andhra Pradesh-517350",517350,8571,280216,-,8571280207,KRAFI.BES@GMAIL.COM,http://gvic.ac.in,2010,Kutagolla Mahammad Rafi,Secondary School,Bharath Educational Society,-,East Godavari
Bharatiya Vidya Bhavans Residentional Public School,130312,"Namavaram, Rajanagaram Mandalam",533101,883,2556142,-,-,satyendraprasadi@gmail.com,http://www.bhavans.rajahmundry.com,2012,Ms. Divya Dhirendra,Senior Secondary,"The Rice Millers Educational Society, W.g.dt., Tadepalligudem",-,Chittoor
Bhartiya Vidya Bhavans Sri Venkateswara Vidyalaya,130134,Pb No 12 Bvb Campus Sapthagiri Nagar Alipiri Tirupati Andhra Pradesh,517507,877,"2288657, 34120",31831,-,principal@bavantirupti.org,-,1994,S Indira,Senior Secondary,Modern Education Development Society,-,Guntur
Bharatiya Vidya Bhavans Vidyashram,130315,"Collectorsbungalow Road, Guntur, Andhra Pradesh.",522004,863,2234802,-,-,bhavansguntur@gmail.com,-,1985,G Swarna Kumari,Secondary School,Bharatiya Vidya Bhavan,-,Hyderabad
Bhashyam Blooms The Global School,130448,"Imbrahimbagh, Golconda Mandal, Hhyderabad",500031,3788,4065241298,-,-,Nivedita.Jairam@bhashyam.in,http://www.bhashyamschool.com,2015,Mrs.r Komali,Secondary School,Bhashyam Educational Society,-,Guntur
Bhashyam Blooms,130226,"Bhashyam Blooms,ring Road,guntur, Andhra Pradesh-522007",522007,863,2246015,9948994868,-,ramya.v@bhashyam.in,-,2004,V.b. Ramya,Secondary School,Ssc Medical & Educational Trust,-,Guntur
Bhavya Cements D A V School,130343,"Tangeda Village,dachepally Mandal,guntur Dist,andhra Pradesh.pin:522414",522414,8649,273818,-,-,bcdavpublicschool@gmail.com,-,2011,M Varalakshmi,Secondary School,Bhavya Cements Educational Society,-,Visakhapatnam
Bhpv Sr Sec School,130028,Bhpv Township Bhpv Limited Visakhapatnam Andhra Pradesh,530012,891,517381,222178,-,ed.bhpv@rmj.sprintrpg.ems.vsnl.net.in,-,1974,P V Subrahmanyam,Senior Secondary,Bhav Ltd.(govt Of India Undertaking,-,Cuddapah
Bheeram Sreedhar Reddy International School,130485,"Bheeram Sreedhar Reddy Nagar,",516163,-,8562240266,-,-,bheerams@gmail.com,http://www.sreedharreddy.com,2015,Mrs. L Vijaya Lakshmi,Senior Secondary,Bheeram Sreedhar Reddys Charitable Trust,-,Krishna
Bloomingdale,130609,"Door No: 10-234, Poranki, Penamaluru Mandal, Krishna District",521137,-,8328497771,-,-,support@bloomingdale.edu.in,https://bloomingdale.edu.in/,2019,Mrs. Boney Y Rao,Middle Class,Nalanda Academy Of Science & Technical Education,-,Visakhapatnam
Bhpv Sr Sec School,180005,Bhpv Township Bhpv Limited Visakhapatnam Andhra Pradesh,530012,891,517381,222178,-,ed.bhpv@rmj.sprintrpg.ems.vsnl.net.in,-,1974,P V Subrahmanyam,Senior Secondary,Bhav Ltd.(Govt Of India Undertaking,-,East Godavari
Boon School,130126,Ramanayyapeta Kakinada   East Godavari District Andhra Pradesh,533005,884,2357693,375862,-,boonschoolkkd@gmail.com,-,1992,P Lakshmi,Senior Secondary,Mothagopala Krishna Edu Society,-,Chittoor
Brundavan English Medium School,130607,"D.no.6-566/2a,near Nagalamma Temple,santhapet ,chittoor,  Chittoor District,andhra Pradeshpin:-517001",517001,-,8572234022,-,-,principalbrundavanctr@gmail.com,www.brundavanschool.com,2020,Mrs. N.shanthi Vasu,Secondary School,Brundavan Educational Society,-,Secunderabad
Bolton School,130249,"Bolton Road, Opp.-tivoli Garden Exclusive, Secundrabad",500003,40,65244844,-,040-27892360,srilu76@gmail.com,-,2008,Srilatha Channapragada,Secondary School,Mahbub College (multi Purpose Higher Secondary School),-,Srikakulam
Bs & Jr High School,130523,"Old Nh5, Tekkali Mandal, Srikakulam District, Ap-532201",532201,-,08945-244423,-,08945-244219,bsjrschool@gmail.com,http://www.bsjrhighschool.org,1997,Mrs. P Devanand,Middle Class,Sri Salivahana Rural Educational Society,-,Srikakulam
Carmel English School,130344,"At/po-kallata, Mandal. Hiramandalam, Dist-srikakulam, State-andhra Pradesh, Pin-532214",532214,8946,253445,-,-,ranjit.paik@gmail.com,-,2004,Ranjit Kumar Paik,Senior Secondary,Carmel English School,-,Rangareddy
Cgr International School,3630193,"99/100, Ayyappa Society, Madhapur,hyderabad 500081.",500081,385,040 64633141,0385-2427222,-,principal@cgrinternationalschool.edu.in,-,2010,Mrs.d. Jyotsna,Secondary School,Annamacharya Educational Trust,-,Hyderabad
Chaitanya Bharathi Public School,130112,Gandipet Hyderabad Andhra Pradesh,500075,8413,"33078, 33149",33149,-,mediciti@hd1.vsnl.net.in,-,1989,D Divakara Rao,Secondary School,Chaitanya Bharti Education Society,-,Adilabad
"Chavara Academy Mavala,",130283,"Mavala Po Adilabad, Andhra Pradesh",504001,-,9010144380,-,-,sebaputhen@gmail.com,-,2007,Sebastian Abraham,Secondary School,Cmi Service Society,-,Mahbubnagar
Chaitanya Central School,130059,Yenugonda Mahabub Nagar Andhra Pradesh,509002,8542,"222864, 42864",70402,07427-236611,principalatccs@gmail.com,-,1981,G H Bernard,Secondary School,Chaitanya Educational Society,-,Nellore
Kendriya Vidyalaya,100051,"Venkatagiri, Near Railway Station, Distt. Nellore, Andhra Pradesh",524132,8625,257468,984649206,-,Principalkvvgr@yahoo.co.in,-,1988,E Mounendra Reddy,Secondary School,Kendriya Vidyalaya Sangathan,-,Prakasam
Kendriya Vidyalaya,100052,"Pvr Muncipal Boys High School Campus, Ongole, Distt. Prakasam, Andhra Pradesh",523002,8592,221125,-,-,PMCHETTY@GMAIL.COM,-,1988,P M Chetty,Senior Secondary,Kendriya Vidyalaya Sangathan,-,Secunderabad
Kendriya Vidyalaya,100017,Afs Hakimpet Secunderabad Andhra Pradesh,500014,40,27870770,7173347,-,kvhakimpet@yahoo.co.in,-,1983,D V Sandhya,Senior Secondary,Kendriya Vidyalaya Sangathan,-,Secunderabad
Kendriya Vidyalaya,100038,Bowenpally Secunderabad Andhra Pradesh,500011,40,27759796,7751006,-,mouliafs@gmail.com,http://www.kv2vasco.com,1986,N Chandra Mouli,Senior Secondary,Kendriya Vidyalaya Sangathan,-,Secunderabad
Kendriya Vidyalaya,100003,P.o. Trimulgherry Secunderabad Andhra Pradesh,500015,40,29805230,7000649,-,principalkvt@gmail.com,http://www.kv2vasco.com,1963,G Rama Rao,Senior Secondary,Kendriya Vidyalaya Sangathan,-,Secunderabad
Kendriya Vidyalaya,100002,Picket Secunderabad Andhra Pradesh,500009,40,"29804096, 7808559",7814679,-,principalkvpicket@gmail.com,-,1964,M Krishna Mohan,Senior Secondary,Kendriya Vidyalaya Sangathan,-,Visakhapatnam
Kendriya Vidyalaya,100020,Visakhapatnam Steel Plant Visakhapatnam Andhra Pradesh,530032,891,"2518557, 886043",886065,-,srinivasulugubbala@gmail.com,-,1983,G Srinivasulu,Senior Secondary,Kendriya Vidyalaya Sangathan,-,Visakhapatnam
Kendriya Vidyalaya,100028,Naval Armament Depot Visakhapatnam Andhra Pradesh,530009,891,2571726,557569,-,adiseshasarma@gmail.com,-,1985,S Adisesha Sarma,Senior Secondary,Kendriya Vidyalaya Sangathan,-,Visakhapatnam
Kendriya Vidyalaya,100008,Malkapuram  Gandhigram Po Nausenabagh  Visakhapatnam Andhra Pradesh,530005,891,2577136,577136,2580425,bandijayalakshmi@yahoo.co.in,-,1964,B Jaya Lakshmi,Senior Secondary,Kendriya Vidyalaya Sangathan,-,Srikakulam
Kendriya Vidyalaya,100043,"Srikakulam Peddapadu, Srikakulam Distt.andhra Pradesh",532401,8942,241111,08942-240084,240456,k.sankaraiah@yahoo.com,http://kvsrikakulam.ap.ni,1994,K Sankaraiah,Senior Secondary,K V S,-,Visakhapatnam
Kendriya Vidyalaya,100039,Ins Kalinga Chepala Uppada Post Bheemunipatnam (via) Visakhapatnam D Andhra Pradesh,531163,8933,"228802, 899002",36,744244010,kvinskalinga2015@gmail.com,http://www.kvno1kota.nic,1989,Raghavendra Lalsantani,Senior Secondary,Kendriya Vidyalaya Sangathan,-,Visakhapatnam
Kendriya Vidyalaya,100012,Waltair  Thatichetlapalem Visakhapatnam Andhra Pradesh,530016,891,0891-2579945,-,-,s_s_raja@rediffmail.com,-,1980,S Sreenivasa Raja,Senior Secondary,Kendriya Vidyalaya Sangathan,-,Chittoor
Kendriya Vidyalaya No.1,100007,Ramnagar Area Tirupati Andhra Pradesh,517507,877,"2232755, 31457",31457,24340232,kv1tpt@yahoo.com,http://kvkanchanbagh.ap.i,1965,Ch Prasada Rao,Senior Secondary,Kendriya Vidyalaya Sangathan,-,West Godavari
Kendriya Vidyalaya,100048,"Eluru, Collectorate Campus, N R Pet, Eluru, Distt. West Godavari, Andhra Pradesh",534007,8812,259611,-,-,mouliafs@gmail.com,-,1987,N Chandra Mouli,Senior Secondary,Kendriya Vidyalaya Sangathan,-,Chittoor
Kendriya Vidyalaya No 2,100033,Carriage Repair Shop Settipalli Tirupathi Andhra Pradesh,517506,877,2275490,54034,-,bvijayavarmaprincipal@gmail.com,http://www.kv2vasco.com,1963,B Vijaya Varma,Secondary School,Kendriya Vidyalaya Sangathan,-,Krishna
Kendriya Vidyalaya No.1,100035,Satyanarayanapuram Vijayawada Andhra Pradesh,520011,866,2536630,530766,-,hariom_upa@yahoo.co.in,-,1987,Hari Om Upadhyay,Senior Secondary,Kendriya Vidyalaya Sangathan,-,Visakhapatnam
Kendriya Vidyalaya No.1,100009,Sri Vijay Nagar  104 Area Industrial Estate Visakhapatnam Andhra Pradesh,530007,891,2558357,556659,2580425,s_s_raja@rediffmail.com,-,1974,S S Raja,Senior Secondary,Kendriya Vidyalaya Sangathan,-,Visakhapatnam
Kendriya Vidyalaya No.1,100015,Nausenabaugh P.o.gandhigram Visakhapatnam Andhra Pradesh,530005,891,2577549,577549,2580425,skdash_71@yahoo.co.in,-,1979,Shishir Kumar Dash,Senior Secondary,Kendriya Vidyalaya Sangathan,-,Krishna
Kendriya Vidyalaya No.2,100036,"Railway Wagon Workshop  Colony Guntupalli  Vijayawada, Krishna Distt, Andhra Pradesh",521241,866,2832395,882395,-,kvsangathan@edu.org,http://www.kv2vasco.com,1988,Ch Srehari,Secondary School,Kendriya Vidyalaya Sangathan,-,Vizianagaram
Kendriya Vidyalaya,100050,"Babametta, Vizianagaram, Andhra Pradesh",535002,892,2229669,984649206,-,baburaoprincipal@gmail.com,-,1988,Ch Babu Rao,Senior Secondary,Kendriya Vidyalaya Sangathan,-,Visakhapatnam
Kendriya Vidyalaya No.2,100022,104 Area Sri Vijaya Nagar Industrial Estate Vishakapatnam Andhra Pradesh,530007,891,2558038,558038,-,baburaoprincipal@gmail.com,-,1983,Ch Babu Rao,Senior Secondary,Kendriya Vidyalaya Sangathan,-,Visakhapatnam
Kendriya Vidyalaya No.2,100034,Nausenabagh Gandhigram (po) Visakhapatnam Andhra Pradesh,530005,891,2740271,577614,-,principalkv2nsb@gmail.com,-,1986,Nishi Kant Aggarwal,Senior Secondary,Kendriya Vidyalaya Sangathan,-,Prakasam
Kendriya Vidyalaya Rajampalli,100061,"Kendriya Vidyalaya, Rajampalli  Godralikonda Tirumalanadha Swami Temple Premises, Rajampalli Village, Peddaraveedu Mandal, Markapur Division, Post- Chetlamitla, Prakasham Distt (a.p)-523320",523320,-,9866521824,-,99999999999,kvrajampalli@gmail.com,https://rajampalli.kvs.ac.in/,2017,Mr. N Nageswara Rao,Secondary School,"Kendriya Vidyalaya Sangathan ,new Delhi",-,Guntur
Kendriya Vidyalaya Sattenapalli,100062,Govt Junior College Opposite Mro Office Sattenapalli,522403,-,8641234550,-,-,kvsattenapalli@gmail.com,http://www.sattenapalli.kvs.ac.in,2017,Mr. Honey Mehta,Secondary School,Kendriya Vidyalaya Sangathan,-,Cuddapah
"Kendriya Vidyalaya, Rajampet",100060,"Kendriya Vidyalaya,sc-ii, Boys Hostel,near Govt.jr.college,saraswathipuram,rajampet,kadapa,andhra Pradesh Pin-516115",516115,-,8565000000,-,-,kvrajampet@gmail.com,https://rajampet.kvs.ac.in,2016,Mr. Amrat Raj Jharia,Secondary School,Kendriya Vidyalaya Sangathan,-,Krishna
Kennedy Em High School,130510,"Bodapadu, Nunnavijayawada Rural",521212,-,9866526737,-,-,Kennedyschool12@gmail.com,www.kennedynunna.com,2000,Mrs. N.ratna Kumari,Secondary School,Dr. Nadipalli Sundarachari Memorial Education Society,-,Rangareddy
Kotwal School,130437,"Macha Bolarum, Alwal Mandal, Dist. Medchal,telangana-500010",500010,40,64574634,-,-,principal@kotwalschool.com,http://www.kotwalschool.com,2011,B Lakshmi Vardhan,Secondary School,Sparsh Educational Society,-,Krishna
Kennedy High School,130257,"Main Road, Kanuru",520007,866,0866-2586504,-,2552911,kennedyvijayawada@gmail.com,http://www.kennedyschools.com,-,Mr. K.madhusudhan Reddy,Senior Secondary,-,-,Ananatpur
L R G Public School,130614,"L R G Public School, Klirekera, Hindupur",515211,-,08556-547540,-,-,lrgpublicschool@gmail.com,-,2018,Mrs. T B Bharathi,Secondary School,Lrg Vidyalayam English Medium Society (r),-,East Godavari
Lakshya School,130443,"Lakshya School,unduru Village,samalkota Mandal 533440",533440,484,7997826661,-,8842376664,suguna.n@aditya.ac.in,www.lakshyaschool.in,2015,Mr. Satyaki Banerjee,Senior Secondary,Aditya Academy,-,Ananatpur
L R G Public School,130602,"L R G Public School, Klirekera, Hindupur",515211,-,08556-547540,-,-,lrgpublicschool@gmail.com,-,2018,Mrs. T B Bharathi,Secondary School,Lrg Vidyalayam English Medium Society (r),-,East Godavari
Laurel High E.M School,130514,"Laurel High E.m School,airport Road, Gadala",533102,-,8832487766,-,-,laurelhigh2017@gmail.com,www.laurelhigh.net,2018,Mr Subrat Kumar Sarangi,Senior Secondary,Sri Rajasree Educational Society,-,Guntur
Lions Montessori High School,130690,"Pedanandipadu, Guntur District",522235,-,8643276119,-,-,lmhschool1988@gmail.com,www.lmhschoolpnp.com,-,Kiran Jose,Secondary School,Lions Montessori School Society,-,Chittoor
Little  Angels High School,130457,D.no. 18-1-90/14/1a,517507,877,2284961,-,0877 2284962,lahs.principal2017@gmail.com,http://www.littleangelsschools.co.in,1989,M Ramadevi,Secondary School,Little Angels Educational Society,-,Visakhapatnam
Little Angels School,130179,Sector 9 Ukkunagram Visakhapatnam Andhra Pradesh,500032,891,8912751222,-,8912761326,littleangels.ukku.vsp@gmail.com,http://www.littleangels.org.in,-,Mrs. P.s.visalakshi,Secondary School,-,-,Nellore
Little Angels Public School,130046,Saradha Nagar Chillakur Gudur-mandalam Nellore Distt Andhra Pradesh,524412,8624,"251334, 51631",251631,-,namasivaymm24@yahoo.com,-,1985,Namasivaym M,Secondary School,"Pragathi Educatioal Society, Gudur",-,Visakhapatnam
Little Angles School,130196,Sector 3 Mvp Colony Visakhapatnam Andhra Pradesh,530017,891,"08912553221, 2550456",-,8912504644,littleangelschoolsvizag@yahoo.co.in,www.littleangels.org.in,-,Miss Nafeesa Begum,Secondary School,-,-,Ananatpur
Lotus English Medium High School,130635,"Pulakunta, Hindupur Mandal, Hindupur, Ananthapur Dist",515201,1679,9008219151,-,-,lotushup@gmail.com,www.lotusschoolhindupur.com,2019,P.p. Satheesh Kumar,Secondary School,Suvarna Bharathi Society For Rural Development,-,East Godavari
Little Woods School,130228,"3-159/1,apsp Camppanasapadu, East Godavari",533005,884,0884-2343777,-,0884-2345777,littlewoodsschool@gmail.com,http://www.littlewoodsschool.com,2003,Mr. R.s.v.s.v.c.j.prakash Bhanu,Senior Secondary,Sri Ram Educational Society,-,Kurnool
Lkr (Em) School,130622,"Saleem Nagar, Nandyal (v&m), Kurnool Dist.",518501,-,9603916610,-,-,kalyanjupalle@gmail.com,http://www.lkrschools.com,2019,Mrs. Latil Patil,Senior Secondary,Nirmala Educational Society,-,West Godavari
Lotus High School(Em),130350,"Pedatadepalli,tadepalligudem Mandal-534101",534101,8818,284260,-,-,uslotusschool@gmail.com,http://www.lotusschool.com,2010,N Uma Srinivas,Secondary School,Lotus Educational Society,-,Rangareddy
Lotus National School,130215,"Madinaguda, Miyapur, Serilingampally Mandal, Rangareddy Distt.",500050,40,65292689,-,-,tejalaxman@yahoo.com,http://www.lotusnationalschool.com,2003,G Ravi Kumar,Senior Secondary,Lotus Learning Systems Society,-,East Godavari
Lotus International School,130209,"Buchaiah Nagar Pidimgoyya Panchayat Rajahmundry, East Godavari",533101,883,6575545,-,-,lotusrajahmundryhoc@lotusschool.in,-,1999,I Madumathi,Secondary School,Kaprao Memo Educational Academi,-,East Godavari
Lotus National School,130210,"Suresh Nagar Kakinara East Godavari, Andhra Pradesh",533005,884,2352643,0484 6520135,-,renu.ap.india@gmail.com,-,1988,Thoota Renuka Devi,Secondary School,Gyan Ganga Vidyapeeth Society,-,East Godavari
Loyola English Medium School,130470,D.no. 8-17/3,533401,91,8854252599,-,-,loyolaschoolssannavaram@gmail.com,http://www.loyolaschool-sannavaram.com,2014,Mr. Bondu Jesu Kiran Babu,Secondary School,The Kairali Educational Research And Learning Academics Society,-,Prakasam
M.J.R. Vidya Em High School,130380,"Challareddy Palem, Vetapalem (m), Prakasam Dt.",523155,8594,8594232024,-,8594237996,mjrvidya@gmail.com,-,-,Mr. Shaik Alli Saheb,Secondary School,-,-,Visakhapatnam
