Agaram Public School,1930415,"Karur Main Road, Kolathupalayam, Dharapuram Periyar",638661,425,8241333,2262075,-,agarampublicschool@gmail.com,http://www.agarampublicschool.com,2012,Stephenson,Senior Secondary,Malar Educational And Charitable Trust,-
Agr  Global School,1931081,"42/8a,  Murphy Dass Road, Baby Nagar, Velachery, Chennai -600042",600042,-,044-49528369,-,-,agrglobalschool@gmail.com,http://www.agrglobalschool.com,2016,Mrs. N Chamundeswari,Secondary School,Ganesan Charitable Trust,-,Chennai
Air Fce School,1980006,Afac Administrative College Red Fields Coimbate Tamil Nadu,641018,422,2220321,-,-,afsschoolcbe@yahoo.com,-,1996,Mr. Bhanumathy Chandran,Secondary School,Iaf Edn. & Cul. Soceity,-,Coimbatore
Air Fce School,1980003,23 Equipment Depot Avadi Chennai Madras,-,1593,6383277,-,-,-,-,1977,M Armstrong,Senior Secondary,Air Fce Station,-,Thiruvallur
Ajc Public School,1930423,No.1  Raja Nagar Saveriar Kovil Tsunami Quarters West Side Kadampadi Nagappattinam - 611001,611001,-,08903009049,-,-,bennetbiology@gmail.com,-,2010,Bennet J,Senior Secondary,Ajc Society,-,Nagapattinam
Akara World Schools - Cbse,1930828,"No.1, Udayanpatti Main Road, Udayanpatti, Kk Nagar",620021,8352,7358600620,-,-,contact@akaraeducation.com,www.akaraworldschools.org,2016,Dr. Porchelvi,Senior Secondary,Akara Foundation For Education And Research,-,Trichirappalli
Air Force School,1930116,23 Equipment Depot Avadi Chennai Madras,600055,-,6383277,6550139,-,-,-,-,M Armstrong,Secondary School,Air Force Station,-,Thiruvallur
Akchara Bala Bhavan,1930372,"Akchara Bala Bhavan, Lakshmana Samuthiram, Narasingapuram, Attur T.k, Salem -636108, Tamilnadu, India",636108,4282,04282281121,-,-,akcharakrn@gmail.com,www.akcharabalabhavan.com,2010,Mrs. Umamageswari. G,Secondary School,Sri Saradha Charities And Endowments,-,Salem
Akg Public School,1930826,"1/176, Bharathiyar St., Jaladianpet, Pallikaranai, Medavakkam Post-jalladianpet, Chennai - 600100",600100,-,22461418,-,22461335,principal@akgpublicschool.com,www.akgpublicschool.com,2014,Dr. Dhaarini Mohan,Senior Secondary,Asan Memorial Association (regd.),-,Kancheepuram
Agurchand Manmull Jain School,1930733,"No.2, Govindasamy Street, Nanganallur, Meenambakkam",600114,44,8825511088,9952968519,-,amjainschool@yahoo.com,http://www.amjainschool.org.in,2011,Mrs. G Shanthalalakshmi,Senior Secondary,Shri.s.s.jain Educational Society,-,Kancheepuram
Akr Academy School,1930258,"Sfno 413,avinashi Main Road,t.m.poondi (post),anaipudur",641652,3192,"04296270999, 04296273471",-,4296274494,kln@akracademy.in,-,2008,Indira Hariharan,Senior Secondary,Akr Academy,-,Coimbatore
Aksara Vidhyamandir,1931247,"Survey No.14/10 B,eindhu Veedu,nallanpillaipetral",606611,-,9994223380,-,-,aksaraempowerment@gmail.com,www.aksaravidhyamandir.org,2019,Mrs. Nafeesa Banu S N,Secondary School,Lakshmi Hayagriva Educational Trust,-,Tiruvannamalai
Akshara Vidya Mandir,1931284,"Akshara Vidya Mandir, Nh 227, Trichy - Chidambaram Highwayvilvakulam",608301,-,7010088310,-,-,avm@nite.ac.in,www.nite.ac.in,2019,Mr. Kanmani Samikannu,Secondary School,Nelliandavar Educational Trust,-,Cuddalore
Akshara Public School,1931334,"Sriramapuram,vellanampatti,vedasandur Tk,dindigul Dt - 624702",624702,-,04545240236,-,-,aksharapublicschoolcbse@gmail.com,-,2019,Mr. M. Hari Hara Suthan,Secondary School,Sri Mahalakshmi Charitable Trust,-,Dindigul
Akshara Vidyaashram,1930180,11 Beach Road Cuddalore Tamil Nadu,607001,4142,291297,9626260611,-,akshara.vidyaashram@gmail.com,-,1994,Mrs Thilagavathy N,Senior Secondary,Dr Ranganathan Mem Trust,-,Cuddalore
Aksharam International School,1930996,"Sf.no 426/2 ,mathampalayam,billichi,coimbatore-641019,tamilnadu.",641019,-,04222461991,-,-,info@aksharamschool.org,http://aksharamschool.org/,2017,Mr. A.sivakumar,Senior Secondary,Aksharam Educational Charitable Trust,-,Coimbatore
Akshaya Academy Cbse School,1930263,"Puthuchatram Post, Oddanchatram",624619,4553,241996,3192236175,-,muthutis@gmail.com,-,2008,Innacimuthu,Senior Secondary,Akshaya Educational & Charitable Trust,-,Dindigul
Akshaya Academy Cbse School,1930249,"Opposite To Travellers Bungalow,dindigul Road,palani",624601,4545,04545241166,-,-,plncbseprincipal@gmail.com,-,2008,Mrs. Gayathri,Senior Secondary,Palani Hills Educational & Charitable Trust,-,Dindigul
Akshaya Academy School,1931419,"Thudiyalur, Coimbatore North Taluk",641017,-,9047057006,-,-,cbe@akshayaacademy.com,www.akshaya.academy,-,T Rajeswari,Senior Secondary,Akshaya Educational  Charitable Trust,-,Coimbatore
Al - Hira Model School,1930469,"No. 16, B.n. Reddy Road T. Nagar,chennai - 600017",600017,44,49014574,-,49014568,sfnparveen@gmail.com,-,2004,Safeena Parveen J,Senior Secondary,Anjuman-e-himayath- E- Islam,-,Chennai City
Akv Public School,1930488,"Suriyagoundampalayam,mallasamudram(po),namakkal (dt)",637503,4288,04288238555,-,-,akvpublicschool@gmail.com,http://www.akvschools.com,2012,Mr. Palanivel P,Senior Secondary,Akv Educational Trust,-,Namakkal
Al-Madinah Public School,1930845,-,627005,-,8489270200,-,-,almadinahcbse@gmail.com,http://www.almadinahcbse.com,2014,-,Senior Secondary,Al-madinah Educational And Charitable Trust,-,Tirunelveli
Al-Munawara Islamic School Cbse,1930660,"Al-munawara Islamic School (cbse)indhra Nagar, Neivasalpatty Road,sivapuram Post,pudukkottai, Pudukkottai District",622422,-,9629152772,011-25554226,-,AMIISCBSE@GMAIL.COM,http://www.almunawaraschool.org,2014,Mr. Balaji G,Senior Secondary,Syed Ibrahim Educational And Charitable Trust,-,Pudukkottai
Akshardham Central School,1931425,"Panampet Road, Villupuram",605602,-,04146290009,-,-,akshardhamcentralschool@gmail.com,http://www.akshardhamgroup.com,-,Chithrakala R,Secondary School,Mahalakshmi Educational Trust,-,Viluppuram
Al-Qalam International School,1931228,"Ramnad -rameswaram Highway,perungulam  Village, Ramanathapuram District.",623536,-,916385565678,-,-,alqalam858@gmail.com,www.alqalam.school,2019,Mrs. Pavitha  G.,Secondary School,Al-qalam Educational Trust,-,Ramanathapuram
Alagar Public School,1930418,"4/42/3, Muthammal Colony Extension. Thoothukudi 628002.",628002,461,2347300,-,-,principal@alagarschool.in,http://www.alagarschool.in,2010,Deepashree Sarma,Senior Secondary,Alagar Charitable Foundation,-,Thoothukudi
Alagu Jothi Academy,1930312,"Poompuhur Main Road, # 3, Melaiyur, Karuvazhakkari (po), Tranquebar (tk), Nagaipatinam Districtpincode - 609 304",609304,4364,282838,-,-,principal@alagujothiacademy.in,http://www.alagojothiacademy.in,2008,Noel Mani C,Senior Secondary,Alagu Jothi Educational Trust,-,Nagapattinam
All India Modern School (Aims),1930342,"595/d, Arcot Road,",604407,4182,222070,-,-,principalaimscbse@gmail.com,-,2004,T Geethakrishnan,Senior Secondary,All India Computer Educational Trust,-,Tiruvannamalai
Alpha Elite High,1931255,"Berigai Road, Bagalur, Belathur Post",635124,-,04344296211,-,-,alphaelitehigh@gmail.com,www.alphaelitehigh.com,2004,Mr. Cyril Gilbertson A,Secondary School,Alpha Children Ministry Trust,-,Krishnagiri
Almighty Vidhyalaya Public School,1930800,"Madhurakaliamman Kovil Back Side, Marudhadi Road, Siruvachur (P.O), Perambalur – 621 113.",621113,4328,"9385895303, 9385895304, 9994448567",-,-,avps.admissions@gmail.com,avps.edu.in,2015,Mrs. Dr.sivakami.k,Senior Secondary,Madhurambiga Educational Trust,-,Perambalur
Alpha School,1930790,"No.30, Theruveethi Amman Kovil St, Alpha Nagar , Thundalam",600116,44,044-24767765,-,-,alphapor@alphagroup.edu,http://www.alphagroup.edu,2014,Mrs. Shynu John,Senior Secondary,N George Educational Trust,-,Thiruvallur
Alpha International School,1931387,"Velachery Main Road, Sembakkam",600073,-,044-22,-,-,semais@alphagroup.edu,www.alphagroup.edu,-,Nalini Ravi,Secondary School,N George Educational Trust,-,Chengalpattu
Alchemy Public School,1930578,Opp. P P G Institute Of Technology Saravanampatti,641035,91,9626233033,-,-,alchemy@ppg.edu.in,http://www.ppg.edu.in/alchemypublicschool,2012,Mrs. K.r.vijayalakshmi,Senior Secondary,P.perichi Gounder Memorial Charitable Trust,-,Coimbatore
Brindhavanna Vidhialaya,1930236,"Gandhi Nagar, Mettupalayam Road , Tamil Nadu",641104,4254,291772,5683282041,7492401004,angulakshmi.bv@gmail.com,-,2003,Angulakshmi D,Secondary School,Late Vimla Devi Gautam Memorial Cheritable Society,-,Coimbatore
Brindhavan Vidhyalaya Public School,1930922,"S.f.no.32/2a, Sundarpuram Road, Kurumbapalayam Pirivu,madukkarai, Coimbatore.",641105,-,04222983332,-,-,bvpublicschool2014@gmail.com,www.bvpublicschool.com,2014,Mrs. K.vanitha,Senior Secondary,Brindhavan Educational Trust,-,Coimbatore
C V R D E Secondary School,1930042,Avadi Chennai Tamil Nadu,600054,-,6385862,6372509,-,drcurd@tn.nic.in,-,1978,Mrs Jayalakshmi Raghavan,Secondary School,-,-,Chennai
Buds Vidhyashram Cbse School,1931311,"Dharapuram Road,thangachiammapatti Village,oddanchatram Taluk,dindigul District",624619,-,9865165551,-,-,budscbseodc@gmail.com,-,2019,Mrs. Saranya K,Secondary School,Buds Flourshing Educational Society,-,Dindigul
C.S.I. Ewart Global School,1931220,Dr Alagappa Roadpurasawalkam,600084,-,04426411295,-,-,ewartglobalschool@gmail.com,http://www.csiewartglobal.in,2018,Mrs. Karen Vishwanath,Secondary School,The Church Of South India Trust Association,-,Chennai City
Cambridge Public E-School,1930422,"Kattikanapalli, Krishnagiri",635001,4343,7373755266,-,-,elahibaksh.ban@gmail.com,http://www.cambridgekrishnagiriindia.com,2011,Elahi Baksh P,Secondary School,Cambridge Educational Trust,-,Dharmapuri
Cambridge International School,1931193,"S.no.291/1, Athens Arc, Keelambur, Ambasamudram - Tenkasi Main Road, Ambasamudram Taluk, Tirunelvli Dt. 627418",627418,-,04634222909,-,4634222909,cambridgecbse2017@gmail.com,www.ciscbse.in,2018,Mrs. Amala Julian,Senior Secondary,St.agnes Educational Trust,-,Tirunelveli
Cambridge Public E-School,1930426,"Kakangarai Road, Kaveripattinam",635112,4343,250526,-,-,sivakumarbellan23@gmail.com,-,2011,N B Sivakumar,Senior Secondary,Kamaraj Educational Trust,-,Dharmapuri
Cantonment Board Sec. School,1980015,"Chinnavandisolai Barracks, P.o. Wellington Nilgiris, Tamil Nadu-643 231",764048,172,2679019,-,-,ghsdaria@yahoo.co.in,-,1988,-,Secondary School,Navodaya Vidyalaya Samiti,-,The Nilgiris
Care International School,1930277,"N0. 27 , Thayano Village , N.kuttapattu, Tiruchirapalithillai Nagar",620009,431,2690502,-,-,gita.pattanayak@gmail.com,-,2009,Gita Pattanayak,Senior Secondary,G.narayan Educational Trust,-,Trichirappalli
Cauvery International School,1930271,"Poun Nagar, Pannangkombu(post), Manaparai(tk),trichy (dist).",621306,4332,260752,-,04332-262883,karpagamnov@gmail.com,-,2007,Karpagam K,Senior Secondary,Poun Educational And Rural Development Trust,-,Trichirappalli
Cauvery Global School,1930585,"13th Cross, Bharathi Nagar, Puthur, Trichy - 17",620017,431,4060485,-,-,cgs2012reddy@gmail.com,http://www.cauveryschools.com/,2012,Saraswathi,Senior Secondary,Reddy Educational Trust,-,Trichirappalli
Century Foundation Public School,1931270,Rakkiyapalayamvijayapuram Postnallur,641606,-,04212424847,-,-,dhannya01239@gmail.com,www.cfps.co.in,2018,Mrs. Dhannya.k,Secondary School,Century Foundation Educational Trust,-,Tiruppur
Chakra Vidyalaya School,1930972,"Chakra Vidyalaya School, Vadachettiyandal, Vadasemapalayam,",605801,-,8110022746,-,-,sara.ramanujam@gmail.com,-,2015,Dr. S.subbulekshmi,Secondary School,Sri Chakra Educational Trust,-,Viluppuram
Ceedeeyes Dav Public School,1930425,"Chennaipattinam, Ammapetai, Nellikupam Village, Kancheepuram Dt",603108,44,67453116,-,044-2744041,renukadeviprincipal@gmail.com,http://www.ceedeeyesdav.com,2011,Sharmila Soman,Secondary School,Ceedeeyes Education And Charitable Trust,-,Kancheepuram
Chanakya Vidyashram,1931026,Ecr Roadmarakkanam,604303,-,0449445043939,-,-,chanakyacbse2018@gmail.com,http://www.chanakyavidyashram.com/,2018,Mrs. R.banumathi,Senior Secondary,Sri Maragathambigai Educational Trust,-,Viluppuram
Chanakya International School,1931097,Sf No 495 Ponmedu Punjai Puliampatti Sathyamangalam Erode Dist,638459,-,04295293388,-,4295293388,dinudk12@gmail.com,http://www.chanakyainternationalcbse.com,2018,Mrs. K.yasodha,Secondary School,Shri Rk Sing Memorial Educatinal Trust,-,Erode
Chandra Chellappan International School,1930720,"Thalambadi Post, Sellappampatti (via) Namakkal Tk & Dt.,tamil Nadu",637019,2621,04286 245792,-,-,chandrachellappanschool@gmail.com,-,2013,Mr.g.sivakumar,Secondary School,Chandra Chellappan Educational & Chartiable Trust,-,Namakkal
Chandrakanthi Public School,1930475,"Tex Park Road, Civil Aerodrome Post, Distt Coimbatore, Tamilnadu",641014,422,2934122,-,0422 3222252,principal@chandrapublic.edu.in,http://www.chandrapublic.com,2008,Karunambikeswari,Senior Secondary,Grg Trust,-,Coimbatore
Chandra National School,1930555,"Virudhunagar Road, Periapuliampatti (west), Aruppukottai",626101,4566,04566-291866,-,04566-225283,chandranationalschool@yahoo.com,http://chandranationalschool.com,2012,Mrs.kanimozhi. M,Senior Secondary,Chandra Educational Trust,-,Virudhunagar
Chelammal Vidhyaashram,1930392,"Ganapathy Nagarmusiri To Thuraiyur Road, Musiri Tk, Tiruchy Dt",621211,4326,260320,2751856,-,principalcvcs@gmail.com,-,2011,Seetha Kutty S,Senior Secondary,Chelammal Educational Charitable Trust,-,Trichirappalli
Chathrapathy Shivaji D A V School,1930083,13  Circular Road U.i Colony Kodambakkam Chennai Tamil Nadu,600024,44,24841783,044-24841783,24841783,bharatikishore123@gmail.com,-,1974,K Bharati,Secondary School,Ch Shivaji Educational Cultural Soc,-,Chennai City
Chellammal Vidyalaya,1930673,"Kallanai Road, Vengur,thiruverumbur",620013,-,04312404329,-,-,vidyalayachellammal@gmail.com,http://www.cvcbse.edu.in,2014,Mrs.usha Kumaraswamy,Senior Secondary,Ark Educations Welfare Trust,-,Trichirappalli
Chellappan Vidya Mandir,1930340,"O.siruvayal Road,kalanivasal,karaikudi",630208,4565,256066,42113894,4565238559,principal@cvmschools.org,http://www.cvmschools.org,2010,Siva Kumar,Senior Secondary,Chellappan Mangaiyarkarasi Educational Trust,-,Ramanathapuram
Chennai Public School,1930294,"Thiruvallore Main Road, Thirumazhisai, Chennai - 602107",602107,-,04426262407,-,-,chennaipublicschool.com,http://www.chennaipublicschool.com,2007,Madhu,Senior Secondary,Kuppadisaatham Narayanasami Educational Trust,-,Thiruvallur
Chennai Public School,1930242,Tvs Avenue Main Road Annanagar West Extension,600101,44,04426544477,044-24724790,4426282552,nalinircps@gmail.com,http://www.chennaipblicschool.com,2007,Nalini Ravindran,Senior Secondary,Kuppadichattham Narayasamy Educational Trust,-,Thiruvallur
Chettinad Public School,1930351,"70e, Madurai Main Road.managiri. Karaikudi",630307,4565,238444,734001453,-,principal@chettinadpublicschool.edu.in,http://www.chettinadpublicschool.com,2009,G R Ramesh,Senior Secondary,Chettinad Educational Trust,-,P.T.T District
Chettinad Vidya Mandir,1930247,"Chettipalayam,puliyur C.f. Post,karur",639114,432,251522,603228,04324 250900,principal@chettinadvidyamandir.org,http://www.chettinadvidyamandir.com,2008,Vidhya M S,Senior Secondary,Rani Meyyammai Achi Of Chettinad Charitable Trust,-,Karur
Chinmaya International Residential School,1930154,Nallur Vayal Post Siruvani Road Coimbatore Tamil Nadu,641114,422,"2613303, 815752",2613414,2615725,principal@cirschool.org,http://www.cirschool.org,1993,Shanti Krishnamurthy,Senior Secondary,Polkaji Shikshan Sansthan,-,Coimbatore
Chettinad Vidyashram,1930137,Chettinad House Greenways Road R.a Puram Chennai Tamil Nadu,600028,44,"24933722, 4942874",24410022,24622727,c.vidyashram@gmail.com,http://www.cvs.ac.in,1986,S Amudha Lakshmi,Senior Secondary,Mrs Meena Muthiah,-,Chennai City
Chinmaya Vidyalaya,1930100,Chinmaya Nagar Stage-ii Virugambakkam Chennai Tamil Nadu,600092,44,24796802,43564350,24790015,cvvprincipal@gmail.com,-,1970,P Vijayalakshmi,Senior Secondary,Central Chinmaya Mission Trust,-,Chennai City
Chinmaya Vidyalaya,1930025,Tapovanam 9-b  Taylors Road Kilpauk Chennai Tamil Nadu,600010,44,"26460631, 6460631",22236491,26442369,csathya54@gmail.com,-,1968,Sathiyamoorthy C,Senior Secondary,Central Chinmayay Mission Trust,-,Chennai City
Chinmaya Vidyalaya,1930147,Plot No. 5063 Z Block Belly Area Anna Nagar West Chennai,600040,44,"26261358, 6223217",4424796253,26210939,gowrilvenkat@gmail.com,-,2009,V Gowrilakshmi,Senior Secondary,-,-,Chennai
Chinmaya Vidyalaya,1930459,"Thondamuthur Road,vadavalli,coimbatore 641041",641041,422,04222423052,-,4222424003,chinmcbse@gmail.com,www.chinmayacbsecbe.com,2010,Mrs. Radha Srikaanth,Senior Secondary,Ccmt Mumbai,-,Coimbatore
Chinmaya Vidyalaya,1930183,646 Chokkanathar Koil Street Kadambadi Nagapattinam Tamilnadu India,611001,4365,"04365249455, 242855",-,474251222,nagai_vidyalaya@yahoo.com,http://www.chinmayavidyalayangt.org,1997,Mrs. Geetha Bennet C,Senior Secondary,Madras Chinmaya Seva Trust,-,Nagapattinam
Chitra Krishnasswamy Vidyalaya,1931071,"Kancheepuram - Kalavai Main Road,vembakkam",604410,-,7338849588,-,-,ckvidyalaya@gmail.com,http://www.ckvschool.com,2017,Mrs. Usha Nandakumar,Secondary School,K V C Trust,-,Tiruvannamalai
Christ Cmi Central School,1930818,Anjugramam,629401,4652,04652267333,-,-,christschoolkk@gmail.com,www.christanjugramam.org,2012,Mrs. Daisy Thomas,Secondary School,Christ Cmi Educational And Charitable Trust,-,Kanyakumari
Christ International School,1931159,Malamary Marthandam Kanyakumari Dist,629152,-,04651284289,-,-,jeya.csiit@gmail.com,-,2015,Mrs. Evangeline,Secondary School,Leading Light Academy,-,Kanyakumari
Christ The King Cbse Public School,1931202,"Assisipuramnedungur Postlalgudi Taluk, Trichy Districttamilnadu - 621105",621105,-,9443142088,-,-,christthekingcbse@gmail.com,-,2019,Miss Sr Augustinal J,Secondary School,Kumbakonam Diocese Society,-,Trichirappalli
Christ The King International School,1931020,"New Life Campus, Meiyampuli, Thangachimadam-po",623521,-,08870062211,-,-,internationalschoolrmm@gmail.com,http://www.internationalschoolrmm.com,2016,Mrs. Salini,Secondary School,Vision India Educational Trust,-,Ramanathapuram
Christ The King School,1931283,"Maniyampattu Village, Ranipet, Valaja Taluk, Vellore District",632403,-,9789454351,-,-,christildac@gmail.com,http://www.christthekingrpt.com,2018,Mrs. Christilda C,Secondary School,Dr Jeevi Memorial Educational Trust,-,Vellore
Christ The King School,1931192,Jack Campuskannumamoodupalukal Postkanyakumari District - 629170,629170,-,04651236330,-,-,christthekingcbse2008@gmail.com,www.christthekingcbseschool.com,2008,Mr. Robin Leo.s,Senior Secondary,Anbu Illam Trust,-,Kanyakumari
Christus Rex Higher Secondary School,1930070,Post Box No. 45  St. Mary's Hill Ootacamund The Nilgiris Tamil Nadu,643001,423,"2442064, 443340",446354,0423/43340,christusrex1975@gmail.com,-,1975,Mary Elizabeth Josephine,Senior Secondary,R T Rev Dr Aruldas James Bish Op Of,-,The Nilgiris
Ck School Of Progressive Education,1931165,"Jayaram Nagar,chellankuppam",607003,-,04142294748,-,-,ckspe2017@gmail.com,WWW.CONFIDENTKIDS.IN,2016,Mrs. G.kanimozhi,Middle Class,Sri Jayaram Educational Trust,-,Cuddalore
Ck School Of Progressive Education,1931286,"Ck School Ofprogressiveeducation,jayaram Nagar,chellankuppam, Cuddalore District, Pin Code :607003tamil Nadu.",607003,-,04142297711,-,-,schoolinfo@ckspe.com,www.ckspe.com,2016,Mrs. Mrs.sudha,Senior Secondary,Sri Jayaram Educational Trust,-,Cuddalore
