Barasat Indira Gandhi Memorial High School,2430132,"18, Jessore Road(south), Rathtala,",700124,33,25522591,-,3325116698,sunanditya1968@gmail.com,http://www.bigmhs.org,1995,Sunanda Jaiswal,Senior Secondary,All India Education Trust,-,North 24-Pargana
Beachwood School,2430237,"Satyajit Ray Sarani, City Centre, Durgapur, West Bengal",713216,-,9434014489,-,-,akanksha6321@gmail.com,http://www.beachwoodschool.org,2004,Mrs. Nita Roy Majumder,Senior Secondary,Akanksha Educational & Social Trust,-,Durgapur
Bethany Mission School,2430056,P.o Rupahar Raiganj Distt Uttar Dinajpur West Bengal,733123,352,222665,3523222786,352322278,bethanyrnjud@gmail.com,NIL,1977,Johnny Emmanuel,Senior Secondary,The Salem Pentecostal Churchess Of North India,-,North Dinajpur
Bethany School Sulantu,2430200,"Village: Sulantu, P.o: Parulia, District: Burdwan",713513,3454,264230,-,3454264231,bethantsulantu06@rediffmail.com,-,2006,Sh. Leena,Senior Secondary,Bethany Educational Society (r),-,Purba Bardhaman
Bhaktivedanta National School,2430155,"Mayapur, Nadia District, West Bengal",741313,3472,03472245007,-,-,bvnschool.2003@gmail.com,http://www.mayapurbvnschool.com,2003,Mr. Pradip Debnath,Senior Secondary,Sreedham Mayapur Township Trust,-,Nadia
Bhavan's Gangbux Kanoria Vidyamandir,2430020,Fa/iii Salt Lake Calcutta West Bengal,700097,33,"23351249,9433072595, 37-0249",2340906,-,bgkv_kolkata@yahoo.com,-,1984,Sujata Ghosh,Senior Secondary,Bharatiya Vidya Bhavan,-,Kolkata
Bholananda National Vidyalaya,2430005,55-56 Barrack Road Barrackpore 24 Parganas (north) West Bengal,743101,33,25940454,9830196117,25455022,bnv_bkp2005@yahoo.co.in,http://www.bholananda.org,1978,Swati Rudra,Senior Secondary,Managing Committee,-,North 24-Pargana
Bhavan's Netaji Subhash Chander Bose,2430082,"Vidya Niketan Azad Hind Nagar Hatiberia Po Haldia Township Purba Medinipur, Distt Midnapur, West Bengal",721607,3224,265315,0180-6534366,06152-236779,mailtosubhra@yahoo.co.in,-,1992,Subhra Chatterjee,Senior Secondary,B N S C B Vidya Niketan,-,Midnapur
Bhor Academy,2430128,"Bhowalpara,po: Bairatiguri, Dhupguri, Distt Jalpaiguri, West Bengal-735210",735210,-,9932222888,-,-,ajoymoktan@gmail.com,-,2006,Kabita Majumder,Senior Secondary,Harendra Chandra Das Memorial Educational Society,-,Jalpaiguri
Bikash Bharati Blooms Day School,2430006,P O Ghurhsalboni Jhargram P S Jhargram Midnapur Distt West Bengal,721507,33,205702,-,-,LCDBBBDS@gmail.com,-,1969,Lokesh Chandra Dey,Secondary School,Bikash Bharti Welfare Society,-,Midnapur
Bina Mohit Memorial School,2430164,Vill & Po : Mahish Bathan Cooch Behar West Bengal,736179,3582,03582-240649,-,-,binamohitmemorialschool@rediffmail.com,http://www.bmmemorialschool.com,2010,Mrs. Nina Roy,Senior Secondary,Bina Mohit Trust,-,Cooch Behar
Birla Bharati,2430101,"Taratalla, Santoshpur New Road, Po Bidhangarh, South 24-pargana, Kolkata, West Bengal.",700066,33,24910540,4.25E+13,4356773,principal@birlabharati.org,-,2001,Sujata Chatterjee,Senior Secondary,Birla Vidya Vihar Trust,-,Kolkata
Bd Jain Modern School,2430081,Binapatti East Khagra Bari Po & Distt Caoch Behar West Bengal,736101,3582,228221,3582228442,-,bdjms@yahoo.com,-,1993,Amrita Kundu Adhikari Incharge,Senior Secondary,Ganesh Mal Mohan Lal Sarogi Chari Tr,-,Cooch Behar
Birla Divya Jyoti,2430138,"Zone F, Uttorayon Township, Matigara, Siliguri",734010,353,03532571061,-,3532571061,info@birladivyajyoti.com,http://www.birladivyajyoti.com,2008,Mrs. Sarojini Gurung,Senior Secondary,Birla Vidya Vihar Trust,-,Darjeeling
Birla High School,2430001,1 Moira Street Calcutta West Bengal,700017,33,22876420,58,226417,muktanain@gmail.com,www.svmmunger.com,1940,Mukta Nain,Senior Secondary,Vidya Mandir Society,-,Kolkata
Blooming Buds School,2430297,"Blooming Buds School, Natun Para, G.t. Road, Adisaptagram, P.o. - Mogra, Dist- Hooghly, Pin- 712148",712148,-,09163485443,-,-,bbsadi2019@gmail.com,bbschools.co.in,2019,Mrs. Saswati Dey,Secondary School,Golden Oak Foundation Trust,-,Hooghly
Bishnupur Heritage School,2430282,"At-chougan, P.o.+p.s. -bishnupur, Dist-bankura",722122,-,9083265137,-,-,bspheritage@gmail.com,www.bhs.org.in,2015,Mr. Hari Prasanna Mishra,Secondary School,Barnaparichay,-,Bankura
Bodhicariya Sr. Secondary School,2430053,Maitree Nagar Chakpachuriya P.o. Kadampukur Distt 24 Parganas(n) West Bengal - 700135,743510,33,29860108,"9836059785, 9836059785",3324602424,"principal@bodhicariya.org,swarupbhunia64@gmil.com",-,1966,Mr. Swarup Bhunia,Senior Secondary,Shishu Karuna Sangha Calcutta,-,North 24-Pargana
Bodhisukha School,2430189,"Kathor, Badu, Barasat",700128,33,033 25263417,-,-,ndbatha@gmail.com,http://www.bds.school,2001,Mrs.srinwanti Dhar,Senior Secondary,Russa Road Young Buddhist Student Literacy Mission,-,North 24-Pargana
Burdwan Model School,2430114,"Dewandighi, Katwa Road, Po-mirjapur, Dist- Burdwan-713101",713101,342,2623368,82305,0342-2622175,bms001.principal@rediffmail.com,-,2003,Kaushik Das,Senior Secondary,Oriental Association For Education And Research,-,Burdwan
Kamal Kumari Devi Model School,2430194,"Haridasnagar, Raghunathganj,",742225,3483,03483271472,-,-,kkdmschool.72@gmail.com,http://kkdmschool.com,2009,Mr.apurba Sundar Das,Senior Secondary,Dr Haridasnath Memorial Trust,-,Murshidabad
Kanchanjunga Public School,2430177,"Vah-tukver, Malidhura, P.o. North Point-darjeeling-734104",734104,354,2253285,-,-,kanchanjungapublicschool@gmail.com,-,2011,Sang Lamu Sherpa,Secondary School,Kanchanjunga Trust,-,Darjeeling
Kanchrapara Harnett English Medium School,2430035,"Foreman Colony P.o. Kanchrapara, Distt North 24 Pargana West Bengal",743145,33,25877971,6637959,08258- 281465,shyamalkumarbanerjee63@gmail.com,http://www.nitte.ac.in,1974,Shyamal Kumar Banerjee,Senior Secondary,Shri Guru Singh Sabha Bhilai,-,North 24-Pargana
Kashinath Lahiri Public School,2430120,"Opp Damodar Railway Cabin, Rangapara Burnpur",713325,341,2240660,-,-,klps.burnpur@gmail.com,-,2002,Sukhbir Singh Sahpta,Senior Secondary,Asansol Kashinath Lahiri Memorial Social Welfare & Educational Society,-,Burdwan
Kendriya Vidyalaya  No 1,2400010,Bengdubi Darjeeling Distt West Bengal,734424,353,2480070,23747868,-,manoj.kr.kvs@gmail.com,-,1972,Manoj Kumar,Senior Secondary,Kendriya Vidyalaya Sangathan,-,Darjeeling
Kendriya Vidyalaya,2400056,"Bolpur, At- Ssda Community Centre, Prantik Township, Po Shantiniketan, Distt. Birbhum, West Bengal",731235,346,261591,9800965947,-,kvbolpur2010@gmail.com,-,1987,Snigdha Deb,Secondary School,Kendriya Vidyalaya Sangathan,-,Birbhum
Kendriya Vidyalaya,2400052,"Birbhum, Amdarpur, Beside Fci Godown, Po Barabagan, Suri, Dt. Birbhum, West Bengal- 731 103",731101,3462,250818,-,-,principalkvbirbhum@gmail.com,-,1987,Binod Kumar Behera,Senior Secondary,Kendriya Vidyalaya Sangathan,-,Birbhum
Kendriya Vidyalaya,2400037,Asansol Domohani Rly Colony P.o. Kalla Distt. Burdwan West Bengal,713340,341,2270049,2270049,3412270049,roysangita1984@rediffmail.com,http://www.kvasansol.org,1987,Sangita Roy,Senior Secondary,Kendriya Vidyalaya Sangathan,-,Burdwan
Kendriya Vidyalaya,2400009,C M E R I Colony P O Durgapur Burdwan Distt West Bengal,713209,343,2562935,3432567475,342562935,hlchaudhary78@gmail.com,http://www.kvcmeridgp.g,1971,Heera Lal,Senior Secondary,Kendriya Vidyalaya Sangathan,-,Burdwan
Kendriya Vidyalaya,2400046,Kamal Sayer Keshabgang Chatti Po Burdwan Rajbati Burdwan West Bengal,713104,342,2658815,-,-,121sat@gmail.com,www.kvburdwan.net,1994,Satish Kumar,Senior Secondary,Kendriya Vidyalaya Sangathan,-,Burdwan
Kendriya Vidyalaya,2400001,"Fort William Kolkata, West Bengal",700021,33,22485117,375811,-,binodkujur2014@gmail.com,-,1967,Binod Kujur,Senior Secondary,Kendriya Vidyalaya Sangathan,-,Kolkata
Kendriya Vidyalaya,2400059,"Bsf Gandhinagar, Po- K.k. Bari, Gopalpur, Distt.  Cooch Behar, West Bengal",736179,358,2241078,9932305153,-,kuhoojati2012@gmail.com,-,1984,Kuhoo Jati,Senior Secondary,Kendriya Vidyalaya Sangathan,-,Cooch Behar
Kendriya Vidyalaya,2400016,C R P F Campus Durgapur Distt. Burdwan West Bengal,713214,343,2500531,-,-,kvdurgapur.crpf@gmail.com,www.kvcrpfdurgapur.com,1984,Salomi Toppo,Senior Secondary,Kendriya Vidyalaya Sangathan,-,Durgapur
Kendriya Vidyalaya,2400055,"Municipality, Guest House, Po Tarakeswar,distt. Hooghly, West Bengal",712410,3212,276706,9434075231,-,cthakurta16@gmail.com,-,1987,Chanchal Thakurta,Senior Secondary,Kendriya Vidyalaya Sangathan,-,Hooghly
Kendriya Vidyalaya,2400043,Alipurduar Junction Dt. Jalpaiguri West Bengal,736123,3564,270266,82429,-,kvapdj@gmail.com,-,1987,Pradeep Sunil Mitra,Senior Secondary,Kendriya Vidyalaya Sangathan,-,Jalpaiguri
Kendriya Vidyalaya,2400058,"Bsf, Raninagar, Post- Patakat, Distt. Jalpaiguri, West Bengal 735133",735133,3561,200238,9932897186,-,reenapatel944@gmail.com,-,1987,Reena Devi,Senior Secondary,Kendriya Vidyalaya Sangathan,-,Jalpaiguri
Kendriya Vidyalaya,2400057,"Bsf Baikunthpur, Po Salugara, Distt Jalpaguri, West Bengal",734008,353,2590431,9433483608,-,bchandamaths@gmail.com,-,1977,Bidyut Chanda,Secondary School,Kendriya Vidyalaya Sangathan,-,Jalpaiguri
Kendriya Vidyalaya,2400041,Andal Distt Burdwan West Bengal,713321,341,2373376,-,-,indranikvcrpf@gmail.com,-,1987,Indrani Dash,Senior Secondary,Kendriya Vidyalaya Sangathan,-,Burdwan
Kendriya Vidyalaya,2400053,"Ranaghat, Vill. Satigacha, P.o. Anulia, Distt. Nadia, West Bengal",741201,91,7063587384,22344849,-,kvranaghat07@gmail.com,-,1974,S K Mohanty,Senior Secondary,Kendriya Vidyalaya Sangathan,-,Nadia
Kendriya Vidyalaya,2400054,"Bsf Krishna Nagar, P.o. Shimultala, Distt. Nadia, West Bengal",741101,3472,252200,22344849,-,kvbsfkrishnanagar@gmail.com,-,1974,Bhabataran Das,Secondary School,Kendriya Vidyalaya Sangathan,-,Nadia
Kendriya Vidyalaya,2400023,Darjeeling P O Lebong Distt Darjeeling West Bengal,734105,-,-,-,-,-,-,1986,Ram Prit Sharma,Senior Secondary,-,-,Darjeeling
Kendriya Vidyalaya,2400013,Sukna Po Sukna Darjeeling Distt West Bengal,734009,353,2573375,217,-,ravigaya2006@gmail.com,http://www.kvnehu.org,1977,Dr Gaya Ravidas,Senior Secondary,Kendriya Vidyalaya Sangathan,-,Darjeeling
Kendriya Vidyalaya,2400014,Adra P O Adra Purulia Distt West Bengal,723121,3251,"244232, 32",2306,-,pkvada@sanchernet.in,-,1981,Usha Shaw,Senior Secondary,Kendriya Vidyalaya Sangathan,-,Purulia
Kendriya Vidyalaya,2400020,N T P C Farakka P O Pubaran Malda Distt West Bengal,732215,3512,224247,212,-,rajeshmldave@rediffmail.com,-,1982,Rajesh Dwivedi,Senior Secondary,Kendriya Vidyalaya Sangathan,-,Malda
Kendriya Vidyalaya,2400022,P O Salagura Sevek Road Jalpaiguri West Bengal,734008,353,2590330,63196,-,kvsevokeroad@yahoo.co.in,http://www.kv2vasco.com,1981,Nilamani Das,Senior Secondary,Kendriya Vidyalaya Sangathan,-,Jalpaiguri
Kendriya Vidyalaya,2400006,Panagarh P O Panagarh Burdwan Distt West Bengal,713420,343,2513017,26580932,26361461,ksdugtal121@gmail.com,-,1966,Kishan Singh Dugtal,Senior Secondary,Kendriya Vidyalaya Sangathan,-,Burdwan
Kendriya Vidyalaya,2400060,"Bsf Aradhpur, Po Narayanpur, Dist Malda, West Bengal",732141,3512,263001,9.19E+11,-,ncsaha99@gmail.com,-,1986,Narayan Ch Saha,Secondary School,Kendriya Vidyalaya Sangathan,-,Malda
Kendriya Vidyalaya,2400042,Afs Salua Midnapur West Bengal,721145,322,2296534,2701265,3412270049,kvsalua@gmail.com,http://www.kvasansol.org,1986,M Michael,Senior Secondary,Kendriya Vidyalaya Sangathan,-,Midnapur
Kendriya Vidyalaya,2400036,Chittaranjan Distt. Burdwan West Bengal,743145,341,"2529241, 84394",283,-,pktjpr@gmail.com,-,1986,Pradeep Kumar Tailor,Senior Secondary,Kendriya Vidyalaya Sangathan,-,Burdwan
Kendriya Vidyalaya,2400026,Cooch Behar West Bengal,736101,3582,258212,-,-,rvrnath@gmail.com,-,1982,Reji  V R Nath,Senior Secondary,Kendriya Vidyalaya Sangathan,-,Cooch Behar
Kendriya Vidyalaya,2400032,Haldia Haldia Township Midnapore West Bengal,721607,3224,263339,-,-,lalsasah@gmail.com,-,1986,Lalsa Sah,Senior Secondary,Kendriya Vidyalaya Sangathan,-,Midnapur
Kendriya Vidyalaya,2400025,"Command Hospital Alipore Kolkata, West Bengal",700027,33,24792281,492440,-,principalkvch@gmail.com,-,1982,Vinod Kuamr Mathpal,Senior Secondary,Kendriya Vidyalaya Sangathan,-,Kolkata
Kendriya Vidyalaya,2400031,Garden Reach S E Rly Colony South Kapoor Park Kolkata West Bengal,700043,33,24395009,560386,322223220,bonababunubitu@rediffmail.com,www.kvno1afskkd.org,1988,Ranjan Kumar Behera,Senior Secondary,Kendriya Vidyalaya Sangathan,-,Kolkata
Kendriya Vidyalaya,2400047,Berhampur Murshidabad West Bengal,742101,3482,250033,539,2404928,kvberhampore@gmail.com,http://www.kv1chakeri.org,1987,Vijay Vir Singh,Senior Secondary,Kendriya Vidyalaya Sangathan,-,Murshidabad
Kendriya Vidyalaya,2400019,Cossipore Seven Tank  Estate 4 Dum Dum Road Kolkata West Bengal,700002,33,25578327,528327,-,kvcossipore@rediffmail.com,http://www.kvnehu.org,1983,S V Vijayalakshmi,Senior Secondary,Kendriya Vidyalaya Sangathan,-,Bankura
Kendriya Vidyalaya,2400038,Bemangachi P O Salkia Hawrah West Bengal,711106,33,26514541,820411,2580425,singh_roopender@yahoo.co.in,-,1987,Roopinder Singh,Senior Secondary,Kendriya Vidyalaya Sangathan,-,Howrah
Kendriya Vidyalaya,2400005,I I T Kharagpur Distt Midnapur West Bengal,721302,3222,277223,-,322223220,sadansir@yahoo.co.in,www.kvno1afskkd.g,1967,Sanjay Singh Sengar,Senior Secondary,Kendriya Vidyalaya Sangathan,-,Midnapur
Kendriya Vidyalaya,2400011,A F S Barrackpore P O Bengal Enamel Palta Distt 24 Paragans 743122 West Bengal,743122,33,25920386,560386,322223220,principal_kvbkpafs@yahoo.co.in,www.kvno1afskkd.org,1964,Prakash Chandra Mohapatra,Senior Secondary,Kendriya Vidyalaya Sangathan,-,North 24-Pargana
Kendriya Vidyalaya,2400017,Malda P O Maliha Malda Distt West Bengal,732102,351,278206,6389,-,fsmunda@rediffmail.com,-,1988,F S Munda,Senior Secondary,Kendriya Vidyalaya Sangathan,-,Malda
Kendriya Vidyalaya,2400033,"Ordnance Factory Dum Dum  Dum Dum Estate Kolkata,  West Bengal",700028,33,25293826,592500,2404928,kvofdumdum2011@gmail.com,http://www.kv1chakeri.org,1986,Anil Yadav,Senior Secondary,Kendriya Vidyalaya Sangathan,-,Bankura
Kendriya Vidyalaya,2400030,"Kalimpong (durbin) Distt Darjelling,  West Bengal",734301,3552,283648,539,2404928,amitpanigrahi@rediffmail.com,http://www.kv1chakeri.org,1985,Amit Kumar Panigrahi,Senior Secondary,Kendriya Vidyalaya Sangathan,-,Darjeeling
Kendriya Vidyalaya,2400048,Santragachi P O Gip Colony Howrah West Bengal,711321,33,26573092,6270192,-,rajlaxmi37@gmail.com,http://www.kvnehu.org,1987,R C Pandey,Senior Secondary,Kendriya Vidyalaya Sangathan,-,Howrah
Kendriya Vidyalaya,2400040,Krishna Nagar Bhadurpur Via Toposi Distt Burdwan West Bengal,713362,341,667205,82305,-,-,-,1985,Mr L Kabi,Senior Secondary,Kendriya Vidyalaya Sangathan,-,Burdwan
Kendriya Vidyalaya,2400050,Rbnm Salboni Po Rbnml Distt  Midnapur (w) West Bengal,721132,3227,280421,74448,265433,shivphysicskajra@gmail.com,http://kvsecljamuna.com,1987,Shiv Lal Singh,Senior Secondary,Kvs,-,Midnapur
Kendriya Vidyalaya,2400018,Ballygunge Maidan Camp Circular Road Kolkata West Bengal,700019,33,24865171,749825,-,sumanlata950@gmail.com,-,1980,Dr Suman Lata,Senior Secondary,Kendriya Vidyalaya Sangathan,-,Kolkata
Kendriya Vidyalaya,2400021,"Indian Institute Of Management Joka Dimond Harbour Rd Po Joka Kolkata,  West Bengal",700104,33,24671052,298,2466171,kviimjoka_kolkata@yahoo.co.in,http://www.kv2kota.org,1982,Somit Kumar,Senior Secondary,Kendriya Vidyalaya Sangathan,-,South 24-Pargana
Kendriya Vidyalaya,2400027,Kanikinara 313 M U Camp Kanikinara Distt 24 Parganas West Bengal,743126,33,25812502,81-2502,-,satyakvnnl@gmail.com,http://www.kvnehu.org,1982,Satya Narain,Senior Secondary,Kendriya Vidyalaya Sangathan,-,North 24-Pargana
